Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
525,1387,1326,276,1160,693,471,824,556,833,1119,605,515,318,977,476,598,453,1400
512,1212,1474,317,1088,765,471,804,570,815,1143,605,679,318,969,476,715,453,1421
511,858,1829,317,958,866,500,797,574,645,1316,605,682,151,976,465,713,473,1411
507,839,1722,447,953,871,373,790,708,634,1323,605,702,380,977,455,753,471,1412
523,763,1777,468,931,893,311,807,708,602,1214,605,760,352,961,438,753,517,1413
531,812,1787,468,852,972,289,784,749,549,1217,605,734,352,928,493,695,703,1416
518,825,1784,471,724,1100,228,816,778,549,1180,639,689,352,927,338,713,671,1465
385,959,1784,471,716,1106,198,821,804,519,1209,684,637,338,739,402,766,647,1651
406,959,1761,494,716,1096,190,645,982,535,1049,761,611,333,490,471,839,640,1702
423,959,1761,494,716,1008,275,628,935,468,1079,942,609,333,489,522,848,640,1720
394,988,1719,536,716,947,276,688,931,417,1040,771,542,333,485,547,795,629,1666
519,989,1658,597,716,947,267,697,910,351,1127,740,505,406,421,547,834,558,1716
627,951,1696,597,716,947,228,736,901,357,1119,806,506,409,416,552,828,403,1739
708,770,1877,597,462,940,486,739,816,441,1106,788,457,509,423,552,810,366,1857
804,718,1921,605,462,919,507,700,692,604,1050,845,569,615,422,561,842,366,1886
858,717,1922,605,319,1062,507,700,689,607,1049,797,618,592,422,561,852,365,2073
1013,717,1922,522,340,1073,533,725,652,644,974,671,668,624,485,563,852,363,2089
1046,717,1882,433,378,1164,533,725,652,644,919,628,674,624,485,573,854,381,2072
1134,689,1565,777,344,1100,632,725,652,641,886,629,674,680,565,573,843,381,2111
1138,689,1565,777,315,1129,632,725,652,641,802,639,674,690,580,573,811,418,2138
1108,720,1453,885,319,1129,626,731,652,628,798,642,670,690,580,647,789,418,2154
1034,722,1379,1024,299,1151,627,735,652,621,706,802,634,690,628,665,715,496,2127
1034,634,1376,1110,304,1151,627,735,651,622,692,955,634,680,636,680,651,555,2080
1035,634,1261,1225,304,1151,627,735,651,622,691,955,640,680,695,675,742,561,2049
944,727,1249,1237,238,1151,693,735,651,601,709,955,642,826,697,632,733,563,2049
909,762,1249,1237,238,1151,693,735,632,620,709,955,648,832,758,572,594,563,2034
909,762,1249,1237,231,1158,693,735,625,627,709,955,657,856,782,539,607,563,1984
924,762,1249,1199,267,1160,693,732,628,562,774,959,720,855,776,486,619,565,1742
888,799,1247,1196,272,1160,693,552,782,517,845,1143,729,873,885,482,629,592,1731
888,730,1206,1302,276,1160,693,475,820,556,845,1155,737,873,851,520,592,592,1697
890,526,1386,1326,276,1160,693,471,824,556,840,1187,737,893,927,518,592,624,1406
891,525,1387,1326,276,1160,693,471,824,556,833,1189,737,937,929,542,616,673,1228
893,512,1212,1474,317,1088,765,471,804,570,815,1349,573,946,929,569,499,717,1123
893,511,858,1829,317,958,866,500,797,574,645,1453,570,946,947,593,481,695,1132
930,507,839,1722,447,953,871,373,790,708,634,1547,550,716,946,593,440,680,1141
915,523,763,1777,468,931,893,311,807,708,602,1547,527,707,947,593,438,678,1144
848,531,812,1787,468,852,972,289,784,749,549,1558,553,826,924,499,457,501,1209
850,518,825,1784,471,724,1100,228,816,778,549,1538,508,1158,906,607,452,492,1188
849,385,959,1784,471,716,1106,198,821,804,519,1549,561,1221,993,619,399,432,1005
832,406,959,1761,494,716,1096,190,645,982,535,1473,654,1252,1105,666,326,409,953
820,423,959,1761,494,716,1008,275,628,935,468,1367,778,1270,1122,671,317,409,935
821,394,988,1719,536,716,947,276,688,931,417,1388,848,1373,1128,668,317,409,935
722,519,989,1658,597,716,947,267,697,910,351,1416,842,1403,1196,668,275,409,872
754,627,951,1696,597,716,947,228,736,901,357,1408,841,1452,1279,699,275,409,849
702,708,770,1877,597,462,940,486,739,816,441,1425,854,1500,1278,699,274,409,731
612,804,718,1921,605,462,919,507,700,692,604,1467,743,1412,1278,689,228,409,702
559,858,717,1922,605,319,1062,507,700,689,607,1437,694,1394,1320,689,218,415,515
410,1013,717,1922,522,340,1073,533,725,652,644,1438,644,1362,1292,687,218,433,504
388,1046,717,1882,433,378,1164,533,725,652,644,1438,636,1362,1293,677,216,549,504
306,1134,689,1565,777,344,1100,632,725,652,641,1437,641,1306,1213,677,216,648,469
302,1138,689,1565,777,315,1129,632,725,652,641,1427,641,1296,1198,689,216,612,479
332,1108,720,1453,885,319,1129,626,731,652,628,1424,637,1296,1242,680,272,612,437
347,1034,722,1379,1024,299,1151,627,735,652,621,1262,637,1296,1194,667,356,534,338
377,1034,634,1376,1110,304,1151,627,735,651,622,1107,643,1296,1186,660,440,475,331
480,1035,634,1261,1225,304,1151,627,735,651,622,1112,642,1296,1127,680,344,477,331
495,944,727,1249,1237,238,1151,693,735,651,601,1119,661,1150,1045,680,344,574,387
577,909,762,1249,1237,238,1151,693,735,632,620,1143,657,1144,947,680,344,587,412
717,909,762,1249,1237,231,1158,693,735,625,627,1316,630,1106,918,672,346,587,511
809,924,762,1249,1199,267,1160,693,732,628,562,1323,567,1106,892,672,365,608,509
883,888,799,1247,1196,272,1160,693,552,782,517,1214,557,1088,633,672,402,581,524
884,888,730,1206,1302,276,1160,693,475,820,556,1217,541,1088,606,634,419,585,530
882,890,526,1386,1326,276,1160,693,471,824,556,1180,541,1090,529,642,419,553,572
883,891,525,1387,1326,276,1160,693,471,824,556,1209,541,1047,527,645,395,588,619
887,893,512,1212,1474,317,1088,765,471,804,570,1049,541,1040,527,629,411,567,624
889,893,511,858,1829,317,958,866,500,797,574,1079,541,1108,502,606,411,567,758
852,930,507,839,1722,447,953,871,373,790,708,1040,541,1111,627,640,411,565,841
851,915,523,763,1777,468,931,893,311,807,708,1127,520,1108,705,704,433,521,875
901,848,531,812,1787,468,852,972,289,784,749,1119,444,989,803,721,441,521,1048
1010,850,518,825,1784,471,724,1100,228,816,778,1106,436,657,832,595,428,522,1354
1092,849,385,959,1784,471,716,1106,198,821,804,1050,383,610,757,502,433,522,1398
1091,832,406,959,1761,494,716,1096,190,645,982,1049,290,580,714,386,433,522,1532
1086,820,423,959,1761,494,716,1008,275,628,935,974,169,667,707,336,485,538,1532
1314,821,394,988,1719,536,716,947,276,688,931,919,99,588,777,314,485,576,1532
1335,722,519,989,1658,597,716,947,267,697,910,886,98,546,709,314,486,577,1532
1203,754,627,951,1696,597,716,947,228,736,901,802,98,497,704,278,517,660,1532
1293,702,708,770,1877,597,462,940,486,739,816,798,85,389,706,278,517,683,1532
1287,612,804,718,1921,605,462,919,507,700,692,706,84,367,735,278,532,703,1532
1306,559,858,717,1922,605,319,1062,507,700,689,692,84,411,731,319,538,901,1532
1325,410,1013,717,1922,522,340,1073,533,725,652,691,84,430,698,319,578,1050,1527
1365,388,1046,717,1882,433,378,1164,533,725,652,709,84,430,704,319,578,1017,1528
1364,306,1134,689,1565,777,344,1100,632,725,652,709,88,434,712,319,578,985,1521
1415,302,1138,689,1565,777,315,1129,632,725,652,709,88,448,712,307,578,1026,1493
1384,332,1108,720,1453,885,319,1129,626,731,652,774,88,534,668,247,522,1079,1489
1369,347,1034,722,1379,1024,299,1151,627,735,652,845,81,654,746,374,515,1118,1489
1359,377,1034,634,1376,1110,304,1151,627,735,651,845,263,683,904,374,513,1127,1489
1255,480,1035,634,1261,1225,304,1151,627,735,651,840,365,690,959,354,506,1179,1517
1248,495,944,727,1249,1237,238,1151,693,735,651,833,356,694,1014,380,650,1086,1506
1166,577,909,762,1249,1237,238,1151,693,735,632,815,354,748,1015,387,650,1073,1500
1026,717,909,762,1249,1237,231,1158,693,735,625,645,381,803,1015,387,635,1073,1372
919,809,924,762,1249,1199,267,1160,693,732,628,634,750,803,1015,387,608,1050,1371
844,883,888,799,1247,1196,272,1160,693,552,782,602,750,815,1015,387,562,1072,1332
868,884,888,730,1206,1302,276,1160,693,475,820,549,750,815,1015,391,545,1080,1318
898,882,890,526,1386,1326,276,1160,693,471,824,549,750,793,1015,384,545,1102,1241
896,883,891,525,1387,1326,276,1160,693,471,824,519,750,792,1036,357,545,1026,1213
900,887,893,512,1212,1474,317,1088,765,471,804,535,750,790,1036,346,530,1016,1279
928,889,893,511,858,1829,317,958,866,500,797,468,750,722,1039,345,528,1017,1151
928,852,930,507,839,1722,447,953,871,373,790,417,750,746,914,311,530,1017,1058
928,851,915,523,763,1777,468,931,893,311,807,351,736,780,836,247,525,1049,1020
878,901,848,531,812,1787,468,852,972,289,784,357,736,991,738,230,500,1091,782
770,1010,850,518,825,1784,471,724,1100,228,816,441,764,994,709,230,516,1091,550
708,1092,849,385,959,1784,471,716,1106,198,821,604,771,978,697,230,513,1091,564
705,1091,832,406,959,1761,494,716,1096,190,645,607,778,1049,628,230,513,1091,437
705,1086,820,423,959,1761,494,716,1008,275,628,644,775,1086,622,224,461,1075,438
476,1314,821,394,988,1719,536,716,947,276,688,644,775,1304,591,224,461,1042,438
428,1335,722,519,989,1658,597,716,947,267,697,641,786,1243,601,225,460,1082,443
428,1203,754,627,951,1696,597,716,947,228,736,641,786,1240,707,246,429,1059,445
309,1293,702,708,770,1877,597,462,940,486,739,628,888,1200,706,258,429,1036,445
311,1287,612,804,718,1921,605,462,919,507,700,621,1042,1199,704,270,479,1021,445
309,1306,559,858,717,1922,605,319,1062,507,700,622,1063,1145,801,229,518,817,445
347,1325,410,1013,717,1922,522,340,1073,533,725,622,1083,1126,914,239,593,650,445
316,1365,388,1046,717,1882,433,378,1164,533,725,601,1086,1126,930,239,726,549,443
321,1364,306,1134,689,1565,777,344,1100,632,725,620,1077,1122,1066,240,745,482,443
351,1415,302,1138,689,1565,777,315,1129,632,725,627,1080,1108,1066,431,746,440,434
359,1384,332,1108,720,1453,885,319,1129,626,731,562,1148,1022,1066,444,746,387,434
359,1369,347,1034,722,1379,1024,299,1151,627,735,517,1139,902,988,339,666,348,434
339,1359,377,1034,634,1376,1110,304,1151,627,735,556,951,873,830,427,605,339,434
339,1255,480,1035,634,1261,1225,304,1151,627,735,556,848,866,775,433,609,279,406
337,1248,495,944,727,1249,1237,238,1151,693,735,556,837,884,720,417,526,273,361
337,1166,577,909,762,1249,1237,238,1151,693,735,570,837,830,732,446,558,273,342
337,1026,717,909,762,1249,1237,231,1158,693,735,574,835,775,732,446,558,293,314
337,919,809,924,762,1249,1199,267,1160,693,732,708,485,775,777,446,555,293,312
367,844,883,888,799,1247,1196,272,1160,693,552,708,485,763,880,446,555,273,312
342,868,884,888,730,1206,1302,276,1160,693,475,749,485,776,999,442,555,292,312
391,898,882,890,526,1386,1326,276,1160,693,471,778,485,835,1016,441,568,271,286
399,896,883,891,525,1387,1326,276,1160,693,471,804,489,835,1042,464,568,271,267
388,900,887,893,512,1212,1474,317,1088,765,471,982,489,914,1206,486,567,314,198
358,928,889,893,511,858,1829,317,958,866,500,935,508,1079,1294,515,567,313,324
358,928,852,930,507,839,1722,447,953,871,373,931,510,1071,1328,522,565,313,366
358,928,851,915,523,763,1777,468,931,893,311,910,510,1087,1412,674,548,281,367
358,878,901,848,531,812,1787,468,852,972,289,901,632,920,1412,674,553,230,364
355,770,1010,850,518,825,1784,471,724,1100,228,816,672,917,1429,675,543,235,262
378,708,1092,849,385,959,1784,471,716,1106,198,692,720,917,1499,687,544,241,329
378,705,1091,832,406,959,1761,494,716,1096,190,689,713,846,1523,691,550,266,322
378,705,1086,820,423,959,1761,494,716,1008,275,652,765,704,1519,762,554,266,321
378,476,1314,821,394,988,1719,536,716,947,276,652,780,463,1509,822,560,263,321
378,428,1335,722,519,989,1658,597,716,947,267,652,837,513,1499,832,560,228,316
370,428,1203,754,627,951,1696,597,716,947,228,652,838,715,1315,817,573,168,317
370,309,1293,702,708,770,1877,597,462,940,486,652,743,786,1308,805,594,255,317
388,311,1287,612,804,718,1921,605,462,919,507,652,592,812,1281,793,529,251,317
375,309,1306,559,858,717,1922,605,319,1062,507,651,571,863,1146,793,484,251,317
312,347,1325,410,1013,717,1922,522,340,1073,533,651,551,892,1031,783,369,251,317
297,316,1365,388,1046,717,1882,433,378,1164,533,651,548,1008,1008,783,236,251,317
296,321,1364,306,1134,689,1565,777,344,1100,632,632,548,1018,870,782,217,251,317
215,351,1415,302,1138,689,1565,777,315,1129,632,625,545,1018,920,591,216,251,317
219,359,1384,332,1108,720,1453,885,319,1129,626,628,477,1022,955,573,216,290,317
219,359,1369,347,1034,722,1379,1024,299,1151,627,782,466,1055,992,591,216,362,317
219,339,1359,377,1034,634,1376,1110,304,1151,627,820,466,1231,992,516,187,396,317
219,339,1255,480,1035,634,1261,1225,304,1151,627,824,462,1254,1207,510,190,443,317
211,337,1248,495,944,727,1249,1237,238,1151,693,824,534,1232,1211,500,129,447,317
211,337,1166,577,909,762,1249,1237,238,1151,693,804,547,1251,1219,634,106,447,317
211,337,1026,717,909,762,1249,1237,231,1158,693,797,571,1251,1224,717,106,427,402
211,337,919,809,924,762,1249,1199,267,1160,693,790,600,1256,1179,721,162,427,438
181,367,844,883,888,799,1247,1196,272,1160,693,807,622,1327,1076,768,184,425,438
181,342,868,884,888,730,1206,1302,276,1160,693,784,648,1358,976,805,189,394,440
102,391,898,882,890,526,1386,1326,276,1160,693,816,654,1299,972,875,227,393,440
94,399,896,883,891,525,1387,1326,276,1160,693,821,650,1306,954,958,252,385,471
124,388,900,887,893,512,1212,1474,317,1088,765,645,650,1233,831,950,252,329,469
154,358,928,889,893,511,858,1829,317,958,866,628,631,1068,740,1056,252,329,422
197,358,928,852,930,507,839,1722,447,953,871,688,629,1040,706,1104,252,415,409
259,358,928,851,915,523,763,1777,468,931,893,697,629,989,621,977,252,417,409
330,358,878,901,848,531,812,1787,468,852,972,736,507,945,621,977,263,453,409
330,355,770,1010,850,518,825,1784,471,724,1100,739,439,977,604,976,265,517,410
297,378,708,1092,849,385,959,1784,471,716,1106,700,384,1094,534,964,318,526,282
297,378,705,1091,832,406,959,1761,494,716,1096,700,388,1112,510,960,340,512,282
297,378,705,1086,820,423,959,1761,494,716,1008,725,340,1112,510,889,342,529,282
297,378,476,1314,821,394,988,1719,536,716,947,725,326,1158,475,829,336,527,282
297,378,428,1335,722,519,989,1658,597,716,947,725,258,1108,475,818,336,523,285
297,370,428,1203,754,627,951,1696,597,716,947,725,257,917,475,815,323,523,282
317,370,309,1293,702,708,770,1877,597,462,940,731,250,852,475,823,302,436,282
297,388,311,1287,612,804,718,1921,605,462,919,735,247,888,475,846,302,435,282
292,375,309,1306,559,858,717,1922,605,319,1062,735,247,930,475,856,302,435,282
292,312,347,1325,410,1013,717,1922,522,340,1073,735,247,927,475,915,342,435,282
287,297,316,1365,388,1046,717,1882,433,378,1164,735,290,811,475,922,383,435,282
295,296,321,1364,306,1134,689,1565,777,344,1100,735,492,801,469,922,383,443,282
295,215,351,1415,302,1138,689,1565,777,315,1129,735,578,803,419,922,406,472,282
283,219,359,1384,332,1108,720,1453,885,319,1129,732,578,857,384,922,470,515,282
283,219,359,1369,347,1034,722,1379,1024,299,1151,552,578,825,347,877,476,446,282
283,219,339,1359,377,1034,634,1376,1110,304,1151,475,578,696,347,906,476,412,283
283,219,339,1255,480,1035,634,1261,1225,304,1151,471,578,673,132,906,460,514,284
288,211,337,1248,495,944,727,1249,1237,238,1151,471,505,685,128,906,463,510,284
314,211,337,1166,577,909,762,1249,1237,238,1151,471,492,674,107,736,455,510,284
314,211,337,1026,717,909,762,1249,1237,231,1158,500,448,674,102,653,564,510,202
314,211,337,919,809,924,762,1249,1199,267,1160,373,471,669,102,682,568,510,287
314,181,367,844,883,888,799,1247,1196,272,1160,311,451,598,102,635,545,542,299
352,181,342,868,884,888,730,1206,1302,276,1160,289,479,716,83,598,551,563,326
360,102,391,898,882,890,526,1386,1326,276,1160,228,473,724,136,528,500,569,370
390,94,399,896,883,891,525,1387,1326,276,1160,198,473,730,107,520,475,569,518
360,124,388,900,887,893,512,1212,1474,317,1088,190,473,747,66,517,475,571,525
330,154,358,928,889,893,511,858,1829,317,958,275,473,747,66,382,475,571,432
287,197,358,928,852,930,507,839,1722,447,953,276,473,747,66,327,545,523,403
225,259,358,928,851,915,523,763,1777,468,931,267,473,747,90,302,568,538,402
154,330,358,878,901,848,531,812,1787,468,852,228,475,747,92,317,559,503,402
154,330,355,770,1010,850,518,825,1784,471,724,486,475,715,92,317,565,502,401
144,297,378,708,1092,849,385,959,1784,471,716,507,475,598,198,317,607,694,401
144,297,378,705,1091,832,406,959,1761,494,716,507,476,579,279,427,590,892,405
186,297,378,705,1086,820,423,959,1761,494,716,533,540,579,370,432,584,877,413
186,297,378,476,1314,821,394,988,1719,536,716,533,683,532,370,432,584,877,413
186,297,378,428,1335,722,519,989,1658,597,716,632,721,532,398,432,584,984,410
186,297,370,428,1203,754,627,951,1696,597,716,632,776,521,413,557,584,984,452
179,317,370,309,1293,702,708,770,1877,597,462,626,776,515,433,571,677,992,464
187,297,388,311,1287,612,804,718,1921,605,462,627,935,453,444,548,766,992,500
187,292,375,309,1306,559,858,717,1922,605,319,627,983,360,479,538,766,992,500
187,292,312,347,1325,410,1013,717,1922,522,340,627,983,392,638,876,726,992,506
218,287,297,316,1365,388,1046,717,1882,433,378,693,945,418,724,869,685,992,574
255,295,296,321,1364,306,1134,689,1565,777,344,693,743,423,724,908,685,984,821
364,295,215,351,1415,302,1138,689,1565,777,315,693,662,437,762,959,662,955,1091
425,283,219,359,1384,332,1108,720,1453,885,319,693,662,379,902,1144,723,873,1091
425,283,219,359,1369,347,1034,722,1379,1024,299,693,703,378,903,1191,721,870,1121
433,283,219,339,1359,377,1034,634,1376,1110,304,693,703,331,903,1160,722,870,1158
433,283,219,339,1255,480,1035,634,1261,1225,304,693,703,331,903,1173,737,721,1157
428,288,211,337,1248,495,944,727,1249,1237,238,693,703,326,903,1197,734,721,1247
402,314,211,337,1166,577,909,762,1249,1237,238,765,703,321,951,1247,733,721,1247
402,314,211,337,1026,717,909,762,1249,1237,231,866,709,330,1112,1385,624,721,1244
402,314,211,337,919,809,924,762,1249,1199,267,871,639,367,1159,1384,563,721,1123
402,314,181,367,844,883,888,799,1247,1196,272,893,648,386,1177,1384,563,689,1111
364,352,181,342,868,884,888,730,1206,1302,276,972,594,291,1183,1487,796,668,1179
356,360,102,391,898,882,890,526,1386,1326,276,1100,594,354,1123,1512,796,675,1135
435,390,94,399,896,883,891,525,1387,1326,276,1106,594,341,1195,1428,796,675,956
435,360,124,388,900,887,893,512,1212,1474,317,1096,594,318,1443,1468,796,673,949
435,330,154,358,928,889,893,511,858,1829,317,1008,594,330,1443,1468,796,707,984
488,287,197,358,928,852,930,507,839,1722,447,947,594,345,1443,1468,772,669,1005
488,225,259,358,928,851,915,523,763,1777,468,947,594,345,1419,1470,749,710,1022
528,154,330,358,878,901,848,531,812,1787,468,947,592,567,1417,1456,740,709,1046
630,154,330,355,770,1010,850,518,825,1784,471,940,650,653,1417,1456,758,640,1046
633,144,297,378,708,1092,849,385,959,1784,471,919,685,658,1311,1456,660,433,1046
648,144,297,378,705,1091,832,406,959,1761,494,1062,684,658,1261,1346,649,224,1131
611,186,297,378,705,1086,820,423,959,1761,494,1073,661,658,1204,1341,649,222,1123
674,186,297,378,476,1314,821,394,988,1719,536,1164,711,658,1278,1341,649,295,1161
674,186,297,378,428,1335,722,519,989,1658,597,1100,757,658,1250,1341,649,208,1161
711,186,297,370,428,1203,754,627,951,1696,597,1129,702,746,1235,1213,649,299,1120
698,179,317,370,309,1293,702,708,770,1877,597,1129,702,746,1220,1191,556,291,1108
690,187,297,388,311,1287,612,804,718,1921,605,1151,543,824,1237,1288,468,291,1240
726,187,292,375,309,1306,559,858,717,1922,605,1151,879,841,1290,1338,468,291,1240
741,187,292,312,347,1325,410,1013,717,1922,522,1151,879,836,1175,941,468,291,1234
760,218,287,297,316,1365,388,1046,717,1882,433,1151,874,810,1213,941,468,291,1230
754,255,295,296,321,1364,306,1134,689,1565,777,1151,874,805,1267,1017,468,305,983
864,364,295,215,351,1415,302,1138,689,1565,777,1158,869,846,1230,1114,468,326,713
811,425,283,219,359,1384,332,1108,720,1453,885,1160,882,848,1122,929,343,326,713
1097,425,283,219,359,1369,347,1034,722,1379,1024,1160,889,848,1173,898,339,327,683
1101,433,283,219,339,1359,377,1034,634,1376,1110,1160,889,876,1266,879,338,423,645
1102,433,283,219,339,1255,480,1035,634,1261,1225,1160,889,876,1383,866,323,423,645
1104,428,288,211,337,1248,495,944,727,1249,1237,1160,889,869,1425,842,323,444,555
1104,402,314,211,337,1166,577,909,762,1249,1237,1088,905,1109,1448,933,325,444,555
1105,402,314,211,337,1026,717,909,762,1249,1237,958,893,1100,1409,803,326,444,555
1105,402,314,211,337,919,809,924,762,1249,1199,953,892,1063,1376,782,326,444,555
1164,402,314,181,367,844,883,888,799,1247,1196,931,881,1044,1399,782,376,444,555
1164,364,352,181,342,868,884,888,730,1206,1302,852,888,977,1401,681,334,444,458
1164,356,360,102,391,898,882,890,526,1386,1326,724,888,906,1398,656,392,431,484
1055,435,390,94,399,896,883,891,525,1387,1326,716,888,906,1374,642,456,484,523
1055,435,360,124,388,900,887,893,512,1212,1474,716,888,1077,1320,591,505,587,549
1055,435,330,154,358,928,889,893,511,858,1829,716,888,1153,1495,591,505,568,537
1002,488,287,197,358,928,852,930,507,839,1722,716,888,1138,1529,591,493,606,611
1002,488,225,259,358,928,851,915,523,763,1777,716,888,1138,1589,608,507,548,594
962,528,154,330,358,878,901,848,531,812,1787,716,898,916,1618,624,759,548,570
860,630,154,330,355,770,1010,850,518,825,1784,462,892,870,1618,625,772,623,570
857,633,144,297,378,708,1092,849,385,959,1784,462,896,895,1713,629,848,671,570
859,648,144,297,378,705,1091,832,406,959,1761,319,933,895,1689,629,848,695,481
854,611,186,297,378,705,1086,820,423,959,1761,340,888,900,1656,629,848,705,481
812,674,186,297,378,476,1314,821,394,988,1719,378,694,967,1583,629,848,634,443
833,674,186,297,378,428,1335,722,519,989,1658,344,655,971,1591,629,848,614,443
811,711,186,297,370,428,1203,754,627,951,1696,315,750,883,1593,629,848,523,442
811,698,179,317,370,309,1293,702,708,770,1877,319,750,883,1588,629,848,523,442
937,690,187,297,388,311,1287,612,804,718,1921,299,750,805,1560,532,847,523,274
1032,726,187,292,375,309,1306,559,858,717,1922,304,366,808,1472,482,847,523,281
1032,741,187,292,312,347,1325,410,1013,717,1922,304,471,765,1428,482,847,525,281
989,760,218,287,297,316,1365,388,1046,717,1882,238,490,766,1304,482,957,661,217
946,754,255,295,296,321,1364,306,1134,689,1565,238,508,832,1307,367,957,715,217
729,864,364,295,215,351,1415,302,1138,689,1565,231,511,820,1382,219,1024,724,232
735,811,425,283,219,359,1384,332,1108,720,1453,267,498,821,1417,219,1024,776,392
451,1097,425,283,219,359,1369,347,1034,722,1379,272,508,821,1369,223,1024,775,392
458,1101,433,283,219,339,1359,377,1034,634,1376,276,705,793,1313,223,1027,679,392
457,1102,433,283,219,339,1255,480,1035,634,1261,276,727,793,1197,223,1076,679,396
467,1104,428,288,211,337,1248,495,944,727,1249,276,727,793,1155,223,1093,681,398
552,1104,402,314,211,337,1166,577,909,762,1249,317,711,622,1084,82,1091,689,471
590,1105,402,314,211,337,1026,717,909,762,1249,317,749,801,962,88,1134,689,493
590,1105,402,314,211,337,919,809,924,762,1249,447,749,854,992,124,1273,689,493
531,1164,402,314,181,367,844,883,888,799,1247,468,754,854,995,124,1657,689,493
536,1164,364,352,181,342,868,884,888,730,1206,468,747,854,987,122,1456,689,532
536,1164,356,360,102,391,898,882,890,526,1386,471,747,854,984,122,1398,689,506
536,1055,435,390,94,399,896,883,891,525,1387,471,747,869,936,134,1334,636,467
542,1055,435,360,124,388,900,887,893,512,1212,494,786,704,834,188,1285,533,441
598,1055,435,330,154,358,928,889,893,511,858,494,786,690,659,222,1286,525,417
729,1002,488,287,197,358,928,852,930,507,839,536,786,904,625,501,1252,506,322
829,1002,488,225,259,358,928,851,915,523,763,597,786,904,565,482,1297,506,322
832,962,528,154,330,358,878,901,848,531,812,597,776,904,840,465,1045,506,322
971,860,630,154,330,355,770,1010,850,518,825,597,743,864,881,465,1055,454,322
1021,857,633,144,297,378,708,1092,849,385,959,605,704,879,810,461,1007,406,322
1004,859,648,144,297,378,705,1091,832,406,959,605,663,879,899,475,1007,382,322
1004,854,611,186,297,378,705,1086,820,423,959,522,832,874,907,531,1007,499,322
997,812,674,186,297,378,476,1314,821,394,988,433,855,828,906,612,1019,497,322
977,833,674,186,297,378,428,1335,722,519,989,777,810,877,903,617,1032,567,322
980,811,711,186,297,370,428,1203,754,627,951,777,935,880,901,713,1135,654,322
980,811,698,179,317,370,309,1293,702,708,770,885,935,880,901,831,1249,682,322
854,937,690,187,297,388,311,1287,612,804,718,1024,935,888,952,832,1249,682,322
725,1032,726,187,292,375,309,1306,559,858,717,1110,935,869,1009,834,1249,863,315
710,1032,741,187,292,312,347,1325,410,1013,717,1225,830,865,1035,1012,1249,900,494
705,989,760,218,287,297,316,1365,388,1046,717,1237,811,864,1035,1021,1139,995,623
700,946,754,255,295,296,321,1364,306,1134,689,1237,793,839,1028,1044,1160,927,623
728,729,864,364,295,215,351,1415,302,1138,689,1237,790,812,963,1062,1093,1010,608
714,735,811,425,283,219,359,1384,332,1108,720,1199,793,809,974,1132,1093,982,448
712,451,1097,425,283,219,359,1369,347,1034,722,1196,735,922,1304,1113,1093,982,448
718,458,1101,433,283,219,339,1359,377,1034,634,1302,538,922,1268,1113,1092,983,448
753,457,1102,433,283,219,339,1255,480,1035,634,1326,516,941,1267,1363,1044,1022,444
805,467,1104,428,288,211,337,1248,495,944,727,1326,533,943,1267,1469,1087,1097,442
861,552,1104,402,314,211,337,1166,577,909,762,1474,533,871,1267,1553,1087,1112,369
822,590,1105,402,314,211,337,1026,717,909,762,1829,495,692,1267,1539,1043,1124,347
822,590,1105,402,314,211,337,919,809,924,762,1722,495,639,1223,1666,904,1221,356
822,531,1164,402,314,181,367,844,883,888,799,1777,490,639,1179,1748,470,1249,506
817,536,1164,364,352,181,342,868,884,888,730,1787,490,639,1179,1748,469,1278,473
817,536,1164,356,360,102,391,898,882,890,526,1784,490,639,1179,1748,469,1278,473
817,536,1055,435,390,94,399,896,883,891,525,1784,591,627,1179,1736,469,1278,473
811,542,1055,435,360,124,388,900,887,893,512,1761,552,685,1087,1682,469,1278,473
770,598,1055,435,330,154,358,928,889,893,511,1761,626,687,1196,1670,468,1271,473
639,729,1002,488,287,197,358,928,852,930,507,1719,816,473,1202,1391,468,1252,473
540,829,1002,488,225,259,358,928,851,915,523,1658,819,683,1207,1391,409,1252,473
579,832,962,528,154,330,358,878,901,848,531,1696,819,741,912,1391,409,1252,482
440,971,860,630,154,330,355,770,1010,850,518,1877,800,758,871,1390,354,1229,629
401,1021,857,633,144,297,378,708,1092,849,385,1921,800,713,847,1390,326,1229,629
402,1004,859,648,144,297,378,705,1091,832,406,1922,800,713,751,1376,327,1229,629
656,1004,854,611,186,297,378,705,1086,820,423,1922,631,713,771,1320,658,1233,658
642,997,812,674,186,297,378,476,1314,821,394,1882,608,707,772,1239,759,1239,658
651,977,833,674,186,297,378,428,1335,722,519,1565,608,1057,767,1234,776,1167,658
633,980,811,711,186,297,370,428,1203,754,627,1565,389,1283,767,1138,673,1081,658
633,980,811,698,179,317,370,309,1293,702,708,1453,482,1283,767,1020,560,1053,658
633,854,937,690,187,297,388,311,1287,612,804,1379,482,1275,716,1022,610,1056,658
676,725,1032,726,187,292,375,309,1306,559,858,1376,482,1274,659,1020,652,875,658
734,710,1032,741,187,292,312,347,1325,410,1013,1261,482,1268,710,867,652,836,479
