Accum_y-0,T-1,Accum_y-1
458,861,1212
458,822,858
458,822,839
458,822,763
458,817,812
458,817,825
458,817,959
458,811,959
443,770,959
501,639,988
505,540,989
478,579,951
500,440,770
490,401,718
490,402,717
237,656,717
239,642,717
229,651,689
229,633,689
229,633,720
229,633,722
245,676,634
270,734,634
251,753,727
251,753,762
251,723,762
251,723,762
255,723,799
279,698,730
279,663,526
279,599,525
279,458,512
283,458,511
295,458,507
295,458,523
295,458,531
299,458,518
310,458,385
336,458,406
369,443,423
311,501,394
306,505,519
293,478,627
271,500,708
270,490,804
269,490,858
268,237,1013
266,239,1046
266,229,1134
266,229,1138
266,229,1108
266,229,1034
207,245,1034
126,270,1035
124,251,944
124,251,909
124,251,909
124,251,924
120,255,888
96,279,888
97,279,890
97,279,891
97,279,893
93,283,893
87,295,930
95,295,915
116,295,848
167,299,850
579,310,849
589,336,832
564,369,820
698,311,821
708,306,722
784,293,754
784,271,702
788,270,612
860,269,559
1055,268,410
1208,266,388
1302,266,306
1608,266,302
1659,266,332
1671,266,347
1669,207,377
1690,126,480
1719,124,495
1737,124,577
1758,124,717
1776,124,809
1779,120,883
1779,96,884
1778,97,882
1783,97,883
1826,97,887
1841,93,889
1872,87,852
1883,95,851
2057,116,901
2057,167,1010
1690,579,1092
1871,589,1091
1902,564,1086
1787,698,1314
1792,708,1335
1719,784,1203
1719,784,1293
1715,788,1287
1654,860,1306
1464,1055,1325
1311,1208,1365
1217,1302,1364
911,1608,1415
860,1659,1384
852,1671,1369
897,1669,1359
948,1690,1255
1015,1719,1248
1006,1737,1166
985,1758,1026
967,1776,919
964,1779,844
973,1779,868
973,1778,898
968,1783,896
925,1826,900
941,1841,928
904,1872,928
903,1883,928
708,2057,878
653,2057,770
597,1690,708
380,1871,705
341,1902,705
323,1787,476
308,1792,428
303,1719,428
303,1719,309
303,1715,311
292,1654,309
290,1464,347
309,1311,316
341,1217,321
343,911,351
344,860,359
357,852,359
357,897,339
283,948,339
187,1015,337
178,1006,337
181,985,337
186,967,337
192,964,367
183,973,342
183,973,391
183,968,399
183,925,388
154,941,358
155,904,358
174,903,358
202,708,358
202,653,355
221,597,378
221,380,378
221,341,378
224,323,378
226,308,378
226,303,370
226,303,370
227,303,388
227,292,375
224,290,312
221,309,297
272,341,296
271,343,215
270,344,219
253,357,219
208,357,219
208,283,219
208,187,211
208,178,211
205,181,211
200,186,211
194,192,181
194,183,181
194,183,102
194,183,94
194,183,124
192,154,154
198,155,197
161,174,259
133,202,330
133,202,330
119,221,297
119,221,297
174,221,297
218,224,297
238,226,297
317,226,297
317,226,317
316,227,297
316,227,292
316,224,292
312,221,287
252,272,295
318,271,295
358,270,283
402,253,283
423,208,283
517,208,283
612,208,288
690,208,314
846,205,314
915,200,314
917,194,314
917,194,352
961,194,360
961,194,390
1193,194,360
1193,192,330
1186,198,287
1264,161,225
1330,133,154
1330,133,154
1327,119,144
1358,119,144
1303,174,186
1297,218,186
1275,238,186
1196,317,186
1196,317,179
1238,316,187
1262,316,187
1265,316,187
1260,312,218
1238,252,255
1182,318,364
1258,358,425
1214,402,425
1193,423,433
1099,517,433
1004,612,428
926,690,402
770,846,402
701,915,402
700,917,402
700,917,364
701,961,356
704,961,435
472,1193,435
754,1193,435
772,1186,488
695,1264,488
708,1330,528
750,1330,630
748,1327,633
717,1358,648
717,1303,611
819,1297,674
822,1275,674
889,1196,711
889,1196,698
857,1238,690
963,1262,726
960,1265,741
954,1260,760
970,1238,754
1165,1182,864
1083,1258,811
1084,1214,1097
1084,1193,1101
1152,1099,1102
1152,1004,1104
1152,926,1104
1152,770,1105
1154,701,1105
1206,700,1164
1207,700,1164
1162,701,1164
1159,704,1055
1159,472,1055
877,754,1055
980,772,1002
1038,695,1002
961,708,962
1062,750,860
1071,748,857
1074,717,859
1159,717,854
1215,819,812
1508,822,833
1592,889,811
1614,889,811
1609,857,937
1480,963,1032
1480,960,1032
1479,954,989
1462,970,946
1281,1165,729
1247,1083,735
1246,1084,451
1246,1084,458
1178,1152,457
1178,1152,467
1360,1152,552
1392,1152,590
1390,1154,590
1375,1206,531
1374,1207,536
1398,1162,536
1399,1159,536
1399,1159,542
1402,877,598
1392,980,729
1339,1038,829
1340,961,832
1197,1062,971
1194,1071,1021
1191,1074,1004
1106,1159,1004
906,1215,997
610,1508,977
459,1592,980
443,1614,980
438,1609,854
437,1480,725
437,1480,710
437,1479,705
445,1462,700
551,1281,728
551,1247,714
604,1246,712
605,1246,718
608,1178,753
608,1178,805
426,1360,861
394,1392,822
395,1390,822
357,1375,822
421,1374,817
397,1398,817
396,1399,817
396,1399,811
407,1402,770
296,1392,639
290,1339,540
287,1340,579
287,1197,440
281,1194,401
281,1191,402
281,1106,656
342,906,642
383,610,651
383,459,633
390,443,633
410,438,633
454,437,676
454,437,734
454,437,753
446,445,753
315,551,723
335,551,723
323,604,723
322,605,698
349,608,663
418,608,599
667,426,458
728,394,458
763,395,458
763,357,458
699,421,458
706,397,458
767,396,458
962,396,458
951,407,443
986,296,501
1014,290,505
1034,287,478
1040,287,500
1040,281,490
1066,281,490
1184,281,237
1170,342,239
1373,383,229
1402,383,229
1397,390,229
1380,410,229
1336,454,245
1336,454,270
1336,454,251
1336,446,251
1336,315,251
1316,335,251
1275,323,255
1275,322,279
1248,349,279
1180,418,279
931,667,279
882,728,283
896,763,295
896,763,295
896,699,295
1043,706,299
1121,767,310
947,962,336
977,951,369
942,986,311
927,1014,306
907,1034,293
901,1040,271
990,1040,270
964,1066,269
846,1184,268
799,1170,266
555,1373,266
526,1402,266
518,1397,266
515,1380,266
528,1336,207
528,1336,126
528,1336,124
544,1336,124
545,1336,124
545,1316,124
545,1275,120
545,1275,96
668,1248,97
670,1180,97
670,931,97
658,882,93
608,896,87
690,896,95
693,896,116
562,1043,167
504,1121,579
511,947,589
478,977,564
491,942,698
478,927,708
497,907,784
513,901,784
424,990,788
424,964,860
425,846,1055
573,799,1208
693,555,1302
778,526,1608
936,518,1659
937,515,1671
925,528,1669
989,528,1690
1032,528,1719
1146,544,1737
1162,545,1758
1162,545,1776
1289,545,1779
1352,545,1779
1460,668,1778
1491,670,1783
1493,670,1826
1533,658,1841
1533,608,1872
1452,690,1883
