Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
1311,198,534,1456,660,433,1046,461
1261,279,510,1346,649,224,1131,465
1204,370,510,1341,649,222,1123,488
1278,370,475,1341,649,295,1161,504
1250,398,475,1341,649,208,1161,517
1235,413,475,1213,649,299,1120,523
1220,433,475,1191,556,291,1108,510
1237,444,475,1288,468,291,1240,474
1290,479,475,1338,468,291,1240,476
1175,638,475,941,468,291,1234,476
1213,724,475,941,468,291,1230,476
1267,724,469,1017,468,305,983,367
1230,762,419,1114,468,326,713,367
1122,902,384,929,343,326,713,367
1173,903,347,898,339,327,683,367
1266,903,347,879,338,423,645,351
1383,903,132,866,323,423,645,339
1425,903,128,842,323,444,555,333
1448,951,107,933,325,444,555,322
1409,1112,102,803,326,444,555,311
1376,1159,102,782,326,444,555,311
1399,1177,102,782,376,444,555,330
1401,1183,83,681,334,444,458,330
1398,1123,136,656,392,431,484,330
1374,1195,107,642,456,484,523,340
1320,1443,66,591,505,587,549,408
1495,1443,66,591,505,568,537,492
1529,1443,66,591,493,606,611,474
1589,1419,90,608,507,548,594,415
1618,1417,92,624,759,548,570,406
1618,1417,92,625,772,623,570,270
1713,1311,198,629,848,671,570,270
1689,1261,279,629,848,695,481,274
1656,1204,370,629,848,705,481,465
1583,1278,370,629,848,634,443,449
1591,1250,398,629,848,614,443,436
1593,1235,413,629,848,523,442,524
1588,1220,433,629,848,523,442,538
1560,1237,444,532,847,523,274,541
1472,1290,479,482,847,523,281,539
1428,1175,638,482,847,525,281,561
1304,1213,724,482,957,661,217,561
1307,1267,724,367,957,715,217,561
1382,1230,762,219,1024,724,232,561
1417,1122,902,219,1024,776,392,561
1369,1173,903,223,1024,775,392,561
1313,1266,903,223,1027,679,392,564
1197,1383,903,223,1076,679,396,569
1155,1425,903,223,1093,681,398,571
1084,1448,951,82,1091,689,471,571
962,1409,1112,88,1134,689,493,571
992,1376,1159,124,1273,689,493,571
995,1399,1177,124,1657,689,493,547
987,1401,1183,122,1456,689,532,557
984,1398,1123,122,1398,689,506,598
936,1374,1195,134,1334,636,467,605
834,1320,1443,188,1285,533,441,600
659,1495,1443,222,1286,525,417,555
625,1529,1443,501,1252,506,322,593
565,1589,1419,482,1297,506,322,577
840,1618,1417,465,1045,506,322,594
881,1618,1417,465,1055,454,322,594
810,1713,1311,461,1007,406,322,596
899,1689,1261,475,1007,382,322,622
907,1656,1204,531,1007,499,322,466
906,1583,1278,612,1019,497,322,469
903,1591,1250,617,1032,567,322,467
901,1593,1235,713,1135,654,322,373
901,1588,1220,831,1249,682,322,359
952,1560,1237,832,1249,682,322,356
1009,1472,1290,834,1249,863,315,356
1035,1428,1175,1012,1249,900,494,334
1035,1304,1213,1021,1139,995,623,334
1028,1307,1267,1044,1160,927,623,363
963,1382,1230,1062,1093,1010,608,371
974,1417,1122,1132,1093,982,448,424
1304,1369,1173,1113,1093,982,448,427
1268,1313,1266,1113,1092,983,448,464
1267,1197,1383,1363,1044,1022,444,542
1267,1155,1425,1469,1087,1097,442,544
1267,1084,1448,1553,1087,1112,369,663
1267,962,1409,1539,1043,1124,347,956
1223,992,1376,1666,904,1221,356,967
1179,995,1399,1748,470,1249,506,1206
1179,987,1401,1748,469,1278,473,1196
1179,984,1398,1748,469,1278,473,1155
1179,936,1374,1736,469,1278,473,1138
1087,834,1320,1682,469,1278,473,1075
1196,659,1495,1670,468,1271,473,1055
1202,625,1529,1391,468,1252,473,1043
1207,565,1589,1391,409,1252,473,1043
912,840,1618,1391,409,1252,482,1024
871,881,1618,1390,354,1229,629,1024
847,810,1713,1390,326,1229,629,1022
751,899,1689,1376,327,1229,629,989
771,907,1656,1320,658,1233,658,1126
772,906,1583,1239,759,1239,658,1123
767,903,1591,1234,776,1167,658,1123
767,901,1593,1138,673,1081,658,1123
767,901,1588,1020,560,1053,658,1123
716,952,1560,1022,610,1056,658,1123
659,1009,1472,1020,652,875,658,1123
710,1035,1428,867,652,836,479,1123
729,1035,1304,878,652,641,350,1123
679,1028,1307,860,631,641,350,1094
668,963,1382,842,631,539,350,1086
590,974,1417,772,631,518,350,1033
256,1304,1369,771,631,537,382,1144
255,1268,1313,771,629,654,388,1112
312,1267,1197,527,628,620,388,1029
312,1267,1155,434,575,562,388,1060
312,1267,1084,358,575,539,388,1025
479,1267,962,358,586,549,390,742
489,1223,992,184,596,453,400,731
530,1179,995,118,613,427,250,492
530,1179,987,174,652,456,244,492
530,1179,984,193,825,456,285,492
544,1179,936,381,842,456,369,492
549,1087,834,630,842,456,399,493
440,1196,659,609,842,456,399,474
434,1202,625,613,842,509,410,502
429,1207,565,677,842,512,481,515
420,912,840,682,842,518,627,515
420,871,881,682,842,537,517,515
425,847,810,683,843,551,517,515
476,751,899,683,842,551,518,514
447,771,907,683,511,420,491,319
446,772,906,683,398,414,491,337
446,767,903,683,368,425,491,340
446,767,901,683,368,456,491,340
446,767,901,683,367,478,491,370
446,716,952,680,317,552,491,496
456,659,1009,680,275,624,491,550
379,710,1035,655,280,645,491,581
360,729,1035,715,323,618,491,581
360,679,1028,747,383,757,491,596
374,668,963,752,424,746,491,703
375,590,974,784,477,743,491,950
375,256,1304,934,481,724,459,871
375,255,1268,995,481,643,453,905
318,312,1267,990,483,638,453,1257
318,312,1267,977,476,598,453,1400
318,312,1267,969,476,715,453,1421
151,479,1267,976,465,713,473,1411
380,489,1223,977,455,753,471,1412
352,530,1179,961,438,753,517,1413
352,530,1179,928,493,695,703,1416
352,530,1179,927,338,713,671,1465
338,544,1179,739,402,766,647,1651
333,549,1087,490,471,839,640,1702
333,440,1196,489,522,848,640,1720
333,434,1202,485,547,795,629,1666
406,429,1207,421,547,834,558,1716
409,420,912,416,552,828,403,1739
509,420,871,423,552,810,366,1857
615,425,847,422,561,842,366,1886
592,476,751,422,561,852,365,2073
624,447,771,485,563,852,363,2089
624,446,772,485,573,854,381,2072
680,446,767,565,573,843,381,2111
690,446,767,580,573,811,418,2138
690,446,767,580,647,789,418,2154
690,446,716,628,665,715,496,2127
680,456,659,636,680,651,555,2080
680,379,710,695,675,742,561,2049
826,360,729,697,632,733,563,2049
832,360,679,758,572,594,563,2034
856,374,668,782,539,607,563,1984
855,375,590,776,486,619,565,1742
873,375,256,885,482,629,592,1731
873,375,255,851,520,592,592,1697
893,318,312,927,518,592,624,1406
937,318,312,929,542,616,673,1228
946,318,312,929,569,499,717,1123
946,151,479,947,593,481,695,1132
716,380,489,946,593,440,680,1141
707,352,530,947,593,438,678,1144
826,352,530,924,499,457,501,1209
1158,352,530,906,607,452,492,1188
1221,338,544,993,619,399,432,1005
1252,333,549,1105,666,326,409,953
1270,333,440,1122,671,317,409,935
1373,333,434,1128,668,317,409,935
1403,406,429,1196,668,275,409,872
1452,409,420,1279,699,275,409,849
1500,509,420,1278,699,274,409,731
1412,615,425,1278,689,228,409,702
1394,592,476,1320,689,218,415,515
1362,624,447,1292,687,218,433,504
1362,624,446,1293,677,216,549,504
1306,680,446,1213,677,216,648,469
1296,690,446,1198,689,216,612,479
1296,690,446,1242,680,272,612,437
1296,690,446,1194,667,356,534,338
1296,680,456,1186,660,440,475,331
1296,680,379,1127,680,344,477,331
1150,826,360,1045,680,344,574,387
1144,832,360,947,680,344,587,412
1106,856,374,918,672,346,587,511
1106,855,375,892,672,365,608,509
1088,873,375,633,672,402,581,524
1088,873,375,606,634,419,585,530
1090,893,318,529,642,419,553,572
1047,937,318,527,645,395,588,619
1040,946,318,527,629,411,567,624
1108,946,151,502,606,411,567,758
1111,716,380,627,640,411,565,841
1108,707,352,705,704,433,521,875
989,826,352,803,721,441,521,1048
657,1158,352,832,595,428,522,1354
610,1221,338,757,502,433,522,1398
580,1252,333,714,386,433,522,1532
667,1270,333,707,336,485,538,1532
588,1373,333,777,314,485,576,1532
546,1403,406,709,314,486,577,1532
497,1452,409,704,278,517,660,1532
389,1500,509,706,278,517,683,1532
367,1412,615,735,278,532,703,1532
411,1394,592,731,319,538,901,1532
430,1362,624,698,319,578,1050,1527
430,1362,624,704,319,578,1017,1528
434,1306,680,712,319,578,985,1521
448,1296,690,712,307,578,1026,1493
534,1296,690,668,247,522,1079,1489
654,1296,690,746,374,515,1118,1489
683,1296,680,904,374,513,1127,1489
690,1296,680,959,354,506,1179,1517
694,1150,826,1014,380,650,1086,1506
748,1144,832,1015,387,650,1073,1500
803,1106,856,1015,387,635,1073,1372
803,1106,855,1015,387,608,1050,1371
815,1088,873,1015,387,562,1072,1332
815,1088,873,1015,391,545,1080,1318
793,1090,893,1015,384,545,1102,1241
792,1047,937,1036,357,545,1026,1213
790,1040,946,1036,346,530,1016,1279
722,1108,946,1039,345,528,1017,1151
746,1111,716,914,311,530,1017,1058
780,1108,707,836,247,525,1049,1020
991,989,826,738,230,500,1091,782
994,657,1158,709,230,516,1091,550
978,610,1221,697,230,513,1091,564
1049,580,1252,628,230,513,1091,437
1086,667,1270,622,224,461,1075,438
1304,588,1373,591,224,461,1042,438
1243,546,1403,601,225,460,1082,443
1240,497,1452,707,246,429,1059,445
1200,389,1500,706,258,429,1036,445
1199,367,1412,704,270,479,1021,445
1145,411,1394,801,229,518,817,445
1126,430,1362,914,239,593,650,445
1126,430,1362,930,239,726,549,443
1122,434,1306,1066,240,745,482,443
1108,448,1296,1066,431,746,440,434
1022,534,1296,1066,444,746,387,434
902,654,1296,988,339,666,348,434
873,683,1296,830,427,605,339,434
866,690,1296,775,433,609,279,406
884,694,1150,720,417,526,273,361
830,748,1144,732,446,558,273,342
775,803,1106,732,446,558,293,314
775,803,1106,777,446,555,293,312
763,815,1088,880,446,555,273,312
776,815,1088,999,442,555,292,312
835,793,1090,1016,441,568,271,286
835,792,1047,1042,464,568,271,267
914,790,1040,1206,486,567,314,198
1079,722,1108,1294,515,567,313,324
1071,746,1111,1328,522,565,313,366
1087,780,1108,1412,674,548,281,367
920,991,989,1412,674,553,230,364
917,994,657,1429,675,543,235,262
917,978,610,1499,687,544,241,329
846,1049,580,1523,691,550,266,322
704,1086,667,1519,762,554,266,321
463,1304,588,1509,822,560,263,321
513,1243,546,1499,832,560,228,316
715,1240,497,1315,817,573,168,317
786,1200,389,1308,805,594,255,317
812,1199,367,1281,793,529,251,317
863,1145,411,1146,793,484,251,317
892,1126,430,1031,783,369,251,317
1008,1126,430,1008,783,236,251,317
1018,1122,434,870,782,217,251,317
1018,1108,448,920,591,216,251,317
1022,1022,534,955,573,216,290,317
1055,902,654,992,591,216,362,317
1231,873,683,992,516,187,396,317
1254,866,690,1207,510,190,443,317
1232,884,694,1211,500,129,447,317
1251,830,748,1219,634,106,447,317
1251,775,803,1224,717,106,427,402
1256,775,803,1179,721,162,427,438
1327,763,815,1076,768,184,425,438
1358,776,815,976,805,189,394,440
1299,835,793,972,875,227,393,440
1306,835,792,954,958,252,385,471
1233,914,790,831,950,252,329,469
1068,1079,722,740,1056,252,329,422
1040,1071,746,706,1104,252,415,409
989,1087,780,621,977,252,417,409
945,920,991,621,977,263,453,409
977,917,994,604,976,265,517,410
1094,917,978,534,964,318,526,282
1112,846,1049,510,960,340,512,282
1112,704,1086,510,889,342,529,282
1158,463,1304,475,829,336,527,282
1108,513,1243,475,818,336,523,285
917,715,1240,475,815,323,523,282
852,786,1200,475,823,302,436,282
888,812,1199,475,846,302,435,282
930,863,1145,475,856,302,435,282
927,892,1126,475,915,342,435,282
811,1008,1126,475,922,383,435,282
801,1018,1122,469,922,383,443,282
803,1018,1108,419,922,406,472,282
857,1022,1022,384,922,470,515,282
825,1055,902,347,877,476,446,282
696,1231,873,347,906,476,412,283
673,1254,866,132,906,460,514,284
685,1232,884,128,906,463,510,284
674,1251,830,107,736,455,510,284
674,1251,775,102,653,564,510,202
669,1256,775,102,682,568,510,287
598,1327,763,102,635,545,542,299
716,1358,776,83,598,551,563,326
724,1299,835,136,528,500,569,370
730,1306,835,107,520,475,569,518
747,1233,914,66,517,475,571,525
747,1068,1079,66,382,475,571,432
747,1040,1071,66,327,545,523,403
747,989,1087,90,302,568,538,402
747,945,920,92,317,559,503,402
715,977,917,92,317,565,502,401
598,1094,917,198,317,607,694,401
579,1112,846,279,427,590,892,405
579,1112,704,370,432,584,877,413
532,1158,463,370,432,584,877,413
532,1108,513,398,432,584,984,410
521,917,715,413,557,584,984,452
515,852,786,433,571,677,992,464
453,888,812,444,548,766,992,500
360,930,863,479,538,766,992,500
392,927,892,638,876,726,992,506
418,811,1008,724,869,685,992,574
423,801,1018,724,908,685,984,821
437,803,1018,762,959,662,955,1091
379,857,1022,902,1144,723,873,1091
378,825,1055,903,1191,721,870,1121
331,696,1231,903,1160,722,870,1158
331,673,1254,903,1173,737,721,1157
326,685,1232,903,1197,734,721,1247
321,674,1251,951,1247,733,721,1247
330,674,1251,1112,1385,624,721,1244
367,669,1256,1159,1384,563,721,1123
386,598,1327,1177,1384,563,689,1111
291,716,1358,1183,1487,796,668,1179
354,724,1299,1123,1512,796,675,1135
341,730,1306,1195,1428,796,675,956
318,747,1233,1443,1468,796,673,949
330,747,1068,1443,1468,796,707,984
345,747,1040,1443,1468,772,669,1005
345,747,989,1419,1470,749,710,1022
567,747,945,1417,1456,740,709,1046
653,715,977,1417,1456,758,640,1046
658,598,1094,1311,1456,660,433,1046
658,579,1112,1261,1346,649,224,1131
658,579,1112,1204,1341,649,222,1123
658,532,1158,1278,1341,649,295,1161
658,532,1108,1250,1341,649,208,1161
746,521,917,1235,1213,649,299,1120
746,515,852,1220,1191,556,291,1108
824,453,888,1237,1288,468,291,1240
841,360,930,1290,1338,468,291,1240
836,392,927,1175,941,468,291,1234
810,418,811,1213,941,468,291,1230
805,423,801,1267,1017,468,305,983
846,437,803,1230,1114,468,326,713
848,379,857,1122,929,343,326,713
848,378,825,1173,898,339,327,683
876,331,696,1266,879,338,423,645
876,331,673,1383,866,323,423,645
869,326,685,1425,842,323,444,555
1109,321,674,1448,933,325,444,555
1100,330,674,1409,803,326,444,555
1063,367,669,1376,782,326,444,555
1044,386,598,1399,782,376,444,555
977,291,716,1401,681,334,444,458
906,354,724,1398,656,392,431,484
906,341,730,1374,642,456,484,523
1077,318,747,1320,591,505,587,549
1153,330,747,1495,591,505,568,537
1138,345,747,1529,591,493,606,611
1138,345,747,1589,608,507,548,594
916,567,747,1618,624,759,548,570
870,653,715,1618,625,772,623,570
895,658,598,1713,629,848,671,570
895,658,579,1689,629,848,695,481
900,658,579,1656,629,848,705,481
967,658,532,1583,629,848,634,443
971,658,532,1591,629,848,614,443
883,746,521,1593,629,848,523,442
883,746,515,1588,629,848,523,442
805,824,453,1560,532,847,523,274
808,841,360,1472,482,847,523,281
765,836,392,1428,482,847,525,281
766,810,418,1304,482,957,661,217
832,805,423,1307,367,957,715,217
820,846,437,1382,219,1024,724,232
821,848,379,1417,219,1024,776,392
821,848,378,1369,223,1024,775,392
793,876,331,1313,223,1027,679,392
793,876,331,1197,223,1076,679,396
793,869,326,1155,223,1093,681,398
622,1109,321,1084,82,1091,689,471
801,1100,330,962,88,1134,689,493
854,1063,367,992,124,1273,689,493
854,1044,386,995,124,1657,689,493
854,977,291,987,122,1456,689,532
854,906,354,984,122,1398,689,506
869,906,341,936,134,1334,636,467
704,1077,318,834,188,1285,533,441
690,1153,330,659,222,1286,525,417
904,1138,345,625,501,1252,506,322
904,1138,345,565,482,1297,506,322
904,916,567,840,465,1045,506,322
864,870,653,881,465,1055,454,322
879,895,658,810,461,1007,406,322
879,895,658,899,475,1007,382,322
874,900,658,907,531,1007,499,322
828,967,658,906,612,1019,497,322
877,971,658,903,617,1032,567,322
880,883,746,901,713,1135,654,322
880,883,746,901,831,1249,682,322
888,805,824,952,832,1249,682,322
869,808,841,1009,834,1249,863,315
865,765,836,1035,1012,1249,900,494
864,766,810,1035,1021,1139,995,623
839,832,805,1028,1044,1160,927,623
812,820,846,963,1062,1093,1010,608
809,821,848,974,1132,1093,982,448
922,821,848,1304,1113,1093,982,448
922,793,876,1268,1113,1092,983,448
941,793,876,1267,1363,1044,1022,444
943,793,869,1267,1469,1087,1097,442
871,622,1109,1267,1553,1087,1112,369
692,801,1100,1267,1539,1043,1124,347
639,854,1063,1223,1666,904,1221,356
639,854,1044,1179,1748,470,1249,506
639,854,977,1179,1748,469,1278,473
639,854,906,1179,1748,469,1278,473
627,869,906,1179,1736,469,1278,473
685,704,1077,1087,1682,469,1278,473
687,690,1153,1196,1670,468,1271,473
473,904,1138,1202,1391,468,1252,473
683,904,1138,1207,1391,409,1252,473
741,904,916,912,1391,409,1252,482
758,864,870,871,1390,354,1229,629
713,879,895,847,1390,326,1229,629
713,879,895,751,1376,327,1229,629
713,874,900,771,1320,658,1233,658
707,828,967,772,1239,759,1239,658
1057,877,971,767,1234,776,1167,658
1283,880,883,767,1138,673,1081,658
1283,880,883,767,1020,560,1053,658
1275,888,805,716,1022,610,1056,658
1274,869,808,659,1020,652,875,658
1268,865,765,710,867,652,836,479
1268,864,766,729,878,652,641,350
1227,839,832,679,860,631,641,350
1209,812,820,668,842,631,539,350
1209,809,821,590,772,631,518,350
1096,922,821,256,771,631,537,382
1100,922,793,255,771,629,654,388
1081,941,793,312,527,628,620,388
1079,943,793,312,434,575,562,388
1079,871,622,312,358,575,539,388
1079,692,801,479,358,586,549,390
1079,639,854,489,184,596,453,400
1079,639,854,530,118,613,427,250
1155,639,854,530,174,652,456,244
1253,639,854,530,193,825,456,285
1302,627,869,544,381,842,456,369
1264,685,704,549,630,842,456,399
1190,687,690,440,609,842,456,399
1257,473,904,434,613,842,509,410
1091,683,904,429,677,842,512,481
1033,741,904,420,682,842,518,627
1065,758,864,420,682,842,537,517
1065,713,879,425,683,843,551,517
1065,713,879,476,683,842,551,518
1065,713,874,447,683,511,420,491
1052,707,828,446,683,398,414,491
649,1057,877,446,683,368,425,491
420,1283,880,446,683,368,456,491
428,1283,880,446,683,367,478,491
491,1275,888,446,680,317,552,491
491,1274,869,456,680,275,624,491
491,1268,865,379,655,280,645,491
491,1268,864,360,715,323,618,491
491,1227,839,360,747,383,757,491
510,1209,812,374,752,424,746,491
510,1209,809,375,784,477,743,491
511,1096,922,375,934,481,724,459
515,1100,922,375,995,481,643,453
515,1081,941,318,990,483,638,453
515,1079,943,318,977,476,598,453
679,1079,871,318,969,476,715,453
682,1079,692,151,976,465,713,473
702,1079,639,380,977,455,753,471
760,1079,639,352,961,438,753,517
734,1155,639,352,928,493,695,703
689,1253,639,352,927,338,713,671
637,1302,627,338,739,402,766,647
611,1264,685,333,490,471,839,640
609,1190,687,333,489,522,848,640
542,1257,473,333,485,547,795,629
505,1091,683,406,421,547,834,558
506,1033,741,409,416,552,828,403
457,1065,758,509,423,552,810,366
569,1065,713,615,422,561,842,366
618,1065,713,592,422,561,852,365
668,1065,713,624,485,563,852,363
674,1052,707,624,485,573,854,381
674,649,1057,680,565,573,843,381
674,420,1283,690,580,573,811,418
670,428,1283,690,580,647,789,418
634,491,1275,690,628,665,715,496
634,491,1274,680,636,680,651,555
640,491,1268,680,695,675,742,561
642,491,1268,826,697,632,733,563
648,491,1227,832,758,572,594,563
657,510,1209,856,782,539,607,563
720,510,1209,855,776,486,619,565
729,511,1096,873,885,482,629,592
737,515,1100,873,851,520,592,592
737,515,1081,893,927,518,592,624
737,515,1079,937,929,542,616,673
573,679,1079,946,929,569,499,717
570,682,1079,946,947,593,481,695
550,702,1079,716,946,593,440,680
527,760,1079,707,947,593,438,678
553,734,1155,826,924,499,457,501
508,689,1253,1158,906,607,452,492
561,637,1302,1221,993,619,399,432
654,611,1264,1252,1105,666,326,409
778,609,1190,1270,1122,671,317,409
848,542,1257,1373,1128,668,317,409
842,505,1091,1403,1196,668,275,409
841,506,1033,1452,1279,699,275,409
854,457,1065,1500,1278,699,274,409
743,569,1065,1412,1278,689,228,409
694,618,1065,1394,1320,689,218,415
644,668,1065,1362,1292,687,218,433
636,674,1052,1362,1293,677,216,549
641,674,649,1306,1213,677,216,648
641,674,420,1296,1198,689,216,612
637,670,428,1296,1242,680,272,612
637,634,491,1296,1194,667,356,534
643,634,491,1296,1186,660,440,475
642,640,491,1296,1127,680,344,477
661,642,491,1150,1045,680,344,574
657,648,491,1144,947,680,344,587
630,657,510,1106,918,672,346,587
567,720,510,1106,892,672,365,608
557,729,511,1088,633,672,402,581
541,737,515,1088,606,634,419,585
541,737,515,1090,529,642,419,553
541,737,515,1047,527,645,395,588
541,573,679,1040,527,629,411,567
541,570,682,1108,502,606,411,567
541,550,702,1111,627,640,411,565
520,527,760,1108,705,704,433,521
444,553,734,989,803,721,441,521
436,508,689,657,832,595,428,522
383,561,637,610,757,502,433,522
290,654,611,580,714,386,433,522
169,778,609,667,707,336,485,538
99,848,542,588,777,314,485,576
98,842,505,546,709,314,486,577
98,841,506,497,704,278,517,660
85,854,457,389,706,278,517,683
84,743,569,367,735,278,532,703
84,694,618,411,731,319,538,901
84,644,668,430,698,319,578,1050
84,636,674,430,704,319,578,1017
88,641,674,434,712,319,578,985
88,641,674,448,712,307,578,1026
88,637,670,534,668,247,522,1079
81,637,634,654,746,374,515,1118
263,643,634,683,904,374,513,1127
365,642,640,690,959,354,506,1179
356,661,642,694,1014,380,650,1086
354,657,648,748,1015,387,650,1073
381,630,657,803,1015,387,635,1073
750,567,720,803,1015,387,608,1050
750,557,729,815,1015,387,562,1072
750,541,737,815,1015,391,545,1080
750,541,737,793,1015,384,545,1102
750,541,737,792,1036,357,545,1026
750,541,573,790,1036,346,530,1016
750,541,570,722,1039,345,528,1017
750,541,550,746,914,311,530,1017
736,520,527,780,836,247,525,1049
736,444,553,991,738,230,500,1091
764,436,508,994,709,230,516,1091
771,383,561,978,697,230,513,1091
778,290,654,1049,628,230,513,1091
775,169,778,1086,622,224,461,1075
775,99,848,1304,591,224,461,1042
786,98,842,1243,601,225,460,1082
786,98,841,1240,707,246,429,1059
888,85,854,1200,706,258,429,1036
1042,84,743,1199,704,270,479,1021
1063,84,694,1145,801,229,518,817
1083,84,644,1126,914,239,593,650
1086,84,636,1126,930,239,726,549
1077,88,641,1122,1066,240,745,482
1080,88,641,1108,1066,431,746,440
1148,88,637,1022,1066,444,746,387
1139,81,637,902,988,339,666,348
951,263,643,873,830,427,605,339
848,365,642,866,775,433,609,279
837,356,661,884,720,417,526,273
837,354,657,830,732,446,558,273
835,381,630,775,732,446,558,293
485,750,567,775,777,446,555,293
485,750,557,763,880,446,555,273
485,750,541,776,999,442,555,292
485,750,541,835,1016,441,568,271
489,750,541,835,1042,464,568,271
489,750,541,914,1206,486,567,314
508,750,541,1079,1294,515,567,313
510,750,541,1071,1328,522,565,313
510,736,520,1087,1412,674,548,281
632,736,444,920,1412,674,553,230
672,764,436,917,1429,675,543,235
720,771,383,917,1499,687,544,241
713,778,290,846,1523,691,550,266
765,775,169,704,1519,762,554,266
780,775,99,463,1509,822,560,263
837,786,98,513,1499,832,560,228
838,786,98,715,1315,817,573,168
743,888,85,786,1308,805,594,255
592,1042,84,812,1281,793,529,251
571,1063,84,863,1146,793,484,251
551,1083,84,892,1031,783,369,251
548,1086,84,1008,1008,783,236,251
548,1077,88,1018,870,782,217,251
545,1080,88,1018,920,591,216,251
477,1148,88,1022,955,573,216,290
466,1139,81,1055,992,591,216,362
466,951,263,1231,992,516,187,396
462,848,365,1254,1207,510,190,443
534,837,356,1232,1211,500,129,447
547,837,354,1251,1219,634,106,447
571,835,381,1251,1224,717,106,427
600,485,750,1256,1179,721,162,427
622,485,750,1327,1076,768,184,425
648,485,750,1358,976,805,189,394
654,485,750,1299,972,875,227,393
650,489,750,1306,954,958,252,385
650,489,750,1233,831,950,252,329
631,508,750,1068,740,1056,252,329
629,510,750,1040,706,1104,252,415
629,510,736,989,621,977,252,417
507,632,736,945,621,977,263,453
439,672,764,977,604,976,265,517
384,720,771,1094,534,964,318,526
388,713,778,1112,510,960,340,512
340,765,775,1112,510,889,342,529
326,780,775,1158,475,829,336,527
258,837,786,1108,475,818,336,523
257,838,786,917,475,815,323,523
250,743,888,852,475,823,302,436
247,592,1042,888,475,846,302,435
247,571,1063,930,475,856,302,435
247,551,1083,927,475,915,342,435
290,548,1086,811,475,922,383,435
492,548,1077,801,469,922,383,443
578,545,1080,803,419,922,406,472
578,477,1148,857,384,922,470,515
578,466,1139,825,347,877,476,446
578,466,951,696,347,906,476,412
578,462,848,673,132,906,460,514
505,534,837,685,128,906,463,510
492,547,837,674,107,736,455,510
448,571,835,674,102,653,564,510
471,600,485,669,102,682,568,510
451,622,485,598,102,635,545,542
479,648,485,716,83,598,551,563
473,654,485,724,136,528,500,569
473,650,489,730,107,520,475,569
473,650,489,747,66,517,475,571
473,631,508,747,66,382,475,571
473,629,510,747,66,327,545,523
473,629,510,747,90,302,568,538
475,507,632,747,92,317,559,503
475,439,672,715,92,317,565,502
475,384,720,598,198,317,607,694
476,388,713,579,279,427,590,892
540,340,765,579,370,432,584,877
683,326,780,532,370,432,584,877
721,258,837,532,398,432,584,984
776,257,838,521,413,557,584,984
776,250,743,515,433,571,677,992
935,247,592,453,444,548,766,992
983,247,571,360,479,538,766,992
983,247,551,392,638,876,726,992
945,290,548,418,724,869,685,992
743,492,548,423,724,908,685,984
662,578,545,437,762,959,662,955
662,578,477,379,902,1144,723,873
703,578,466,378,903,1191,721,870
703,578,466,331,903,1160,722,870
703,578,462,331,903,1173,737,721
703,505,534,326,903,1197,734,721
703,492,547,321,951,1247,733,721
709,448,571,330,1112,1385,624,721
639,471,600,367,1159,1384,563,721
648,451,622,386,1177,1384,563,689
594,479,648,291,1183,1487,796,668
594,473,654,354,1123,1512,796,675
594,473,650,341,1195,1428,796,675
594,473,650,318,1443,1468,796,673
594,473,631,330,1443,1468,796,707
594,473,629,345,1443,1468,772,669
594,473,629,345,1419,1470,749,710
592,475,507,567,1417,1456,740,709
650,475,439,653,1417,1456,758,640
685,475,384,658,1311,1456,660,433
684,476,388,658,1261,1346,649,224
661,540,340,658,1204,1341,649,222
711,683,326,658,1278,1341,649,295
757,721,258,658,1250,1341,649,208
702,776,257,746,1235,1213,649,299
702,776,250,746,1220,1191,556,291
543,935,247,824,1237,1288,468,291
879,983,247,841,1290,1338,468,291
879,983,247,836,1175,941,468,291
874,945,290,810,1213,941,468,291
874,743,492,805,1267,1017,468,305
869,662,578,846,1230,1114,468,326
882,662,578,848,1122,929,343,326
889,703,578,848,1173,898,339,327
889,703,578,876,1266,879,338,423
889,703,578,876,1383,866,323,423
889,703,505,869,1425,842,323,444
905,703,492,1109,1448,933,325,444
893,709,448,1100,1409,803,326,444
892,639,471,1063,1376,782,326,444
881,648,451,1044,1399,782,376,444
888,594,479,977,1401,681,334,444
888,594,473,906,1398,656,392,431
888,594,473,906,1374,642,456,484
888,594,473,1077,1320,591,505,587
888,594,473,1153,1495,591,505,568
888,594,473,1138,1529,591,493,606
888,594,473,1138,1589,608,507,548
898,592,475,916,1618,624,759,548
892,650,475,870,1618,625,772,623
896,685,475,895,1713,629,848,671
933,684,476,895,1689,629,848,695
888,661,540,900,1656,629,848,705
694,711,683,967,1583,629,848,634
655,757,721,971,1591,629,848,614
750,702,776,883,1593,629,848,523
750,702,776,883,1588,629,848,523
750,543,935,805,1560,532,847,523
366,879,983,808,1472,482,847,523
471,879,983,765,1428,482,847,525
490,874,945,766,1304,482,957,661
508,874,743,832,1307,367,957,715
511,869,662,820,1382,219,1024,724
498,882,662,821,1417,219,1024,776
508,889,703,821,1369,223,1024,775
705,889,703,793,1313,223,1027,679
727,889,703,793,1197,223,1076,679
727,889,703,793,1155,223,1093,681
711,905,703,622,1084,82,1091,689
749,893,709,801,962,88,1134,689
749,892,639,854,992,124,1273,689
754,881,648,854,995,124,1657,689
747,888,594,854,987,122,1456,689
747,888,594,854,984,122,1398,689
