Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3
1083,1258,811,1160,882
1084,1214,1097,1160,889
1084,1193,1101,1160,889
1152,1099,1102,1160,889
1152,1004,1104,1160,889
1152,926,1104,1088,905
1152,770,1105,958,893
1154,701,1105,953,892
1206,700,1164,931,881
1207,700,1164,852,888
1162,701,1164,724,888
1159,704,1055,716,888
1159,472,1055,716,888
877,754,1055,716,888
980,772,1002,716,888
1038,695,1002,716,888
961,708,962,716,898
1062,750,860,462,892
1071,748,857,462,896
1074,717,859,319,933
1159,717,854,340,888
1215,819,812,378,694
1508,822,833,344,655
1592,889,811,315,750
1614,889,811,319,750
1609,857,937,299,750
1480,963,1032,304,366
1480,960,1032,304,471
1479,954,989,238,490
1462,970,946,238,508
1281,1165,729,231,511
1247,1083,735,267,498
1246,1084,451,272,508
1246,1084,458,276,705
1178,1152,457,276,727
1178,1152,467,276,727
1360,1152,552,317,711
1392,1152,590,317,749
1390,1154,590,447,749
1375,1206,531,468,754
1374,1207,536,468,747
1398,1162,536,471,747
1399,1159,536,471,747
1399,1159,542,494,786
1402,877,598,494,786
1392,980,729,536,786
1339,1038,829,597,786
1340,961,832,597,776
1197,1062,971,597,743
1194,1071,1021,605,704
1191,1074,1004,605,663
1106,1159,1004,522,832
906,1215,997,433,855
610,1508,977,777,810
459,1592,980,777,935
443,1614,980,885,935
438,1609,854,1024,935
437,1480,725,1110,935
437,1480,710,1225,830
437,1479,705,1237,811
445,1462,700,1237,793
551,1281,728,1237,790
551,1247,714,1199,793
604,1246,712,1196,735
605,1246,718,1302,538
608,1178,753,1326,516
608,1178,805,1326,533
426,1360,861,1474,533
394,1392,822,1829,495
395,1390,822,1722,495
357,1375,822,1777,490
421,1374,817,1787,490
397,1398,817,1784,490
396,1399,817,1784,591
396,1399,811,1761,552
407,1402,770,1761,626
296,1392,639,1719,816
290,1339,540,1658,819
287,1340,579,1696,819
287,1197,440,1877,800
281,1194,401,1921,800
281,1191,402,1922,800
281,1106,656,1922,631
342,906,642,1882,608
383,610,651,1565,608
383,459,633,1565,389
390,443,633,1453,482
410,438,633,1379,482
454,437,676,1376,482
454,437,734,1261,482
454,437,753,1249,482
446,445,753,1249,482
315,551,723,1249,576
335,551,723,1249,573
323,604,723,1247,573
322,605,698,1206,573
349,608,663,1386,573
418,608,599,1387,556
667,426,458,1212,556
728,394,458,858,556
763,395,458,839,556
763,357,458,763,556
699,421,458,812,556
706,397,458,825,556
767,396,458,959,455
962,396,458,959,455
951,407,443,959,381
986,296,501,988,396
1014,290,505,989,432
1034,287,478,951,458
1040,287,500,770,476
1040,281,490,718,476
1066,281,490,717,568
1184,281,237,717,694
1170,342,239,717,740
1373,383,229,689,740
1402,383,229,689,739
1397,390,229,720,646
1380,410,229,722,648
1336,454,245,634,650
1336,454,270,634,650
1336,454,251,727,650
1336,446,251,762,650
1336,315,251,762,556
1316,335,251,762,556
1275,323,255,799,558
1275,322,279,730,600
1248,349,279,526,605
1180,418,279,525,605
931,667,279,512,605
882,728,283,511,605
896,763,295,507,605
896,763,295,523,605
896,699,295,531,605
1043,706,299,518,639
1121,767,310,385,684
947,962,336,406,761
977,951,369,423,942
942,986,311,394,771
927,1014,306,519,740
907,1034,293,627,806
901,1040,271,708,788
990,1040,270,804,845
964,1066,269,858,797
846,1184,268,1013,671
799,1170,266,1046,628
555,1373,266,1134,629
526,1402,266,1138,639
518,1397,266,1108,642
515,1380,266,1034,802
528,1336,207,1034,955
528,1336,126,1035,955
528,1336,124,944,955
544,1336,124,909,955
545,1336,124,909,955
545,1316,124,924,959
545,1275,120,888,1143
545,1275,96,888,1155
668,1248,97,890,1187
670,1180,97,891,1189
670,931,97,893,1349
658,882,93,893,1453
608,896,87,930,1547
690,896,95,915,1547
693,896,116,848,1558
562,1043,167,850,1538
504,1121,579,849,1549
511,947,589,832,1473
478,977,564,820,1367
491,942,698,821,1388
478,927,708,722,1416
497,907,784,754,1408
513,901,784,702,1425
424,990,788,612,1467
424,964,860,559,1437
425,846,1055,410,1438
573,799,1208,388,1438
693,555,1302,306,1437
778,526,1608,302,1427
936,518,1659,332,1424
937,515,1671,347,1262
925,528,1669,377,1107
989,528,1690,480,1112
1032,528,1719,495,1119
1146,544,1737,577,1143
1162,545,1758,717,1316
1162,545,1776,809,1323
1289,545,1779,883,1214
1352,545,1779,884,1217
1460,668,1778,882,1180
1491,670,1783,883,1209
1493,670,1826,887,1049
1533,658,1841,889,1079
1533,608,1872,852,1040
1452,690,1883,851,1127
