Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1
1084,1214,402,253,357,852,1097
1084,1193,423,208,357,897,1101
1152,1099,517,208,283,948,1102
1152,1004,612,208,187,1015,1104
1152,926,690,208,178,1006,1104
1152,770,846,205,181,985,1105
1154,701,915,200,186,967,1105
1206,700,917,194,192,964,1164
1207,700,917,194,183,973,1164
1162,701,961,194,183,973,1164
1159,704,961,194,183,968,1055
1159,472,1193,194,183,925,1055
877,754,1193,192,154,941,1055
980,772,1186,198,155,904,1002
1038,695,1264,161,174,903,1002
961,708,1330,133,202,708,962
1062,750,1330,133,202,653,860
1071,748,1327,119,221,597,857
1074,717,1358,119,221,380,859
1159,717,1303,174,221,341,854
1215,819,1297,218,224,323,812
1508,822,1275,238,226,308,833
1592,889,1196,317,226,303,811
1614,889,1196,317,226,303,811
1609,857,1238,316,227,303,937
1480,963,1262,316,227,292,1032
1480,960,1265,316,224,290,1032
1479,954,1260,312,221,309,989
1462,970,1238,252,272,341,946
1281,1165,1182,318,271,343,729
1247,1083,1258,358,270,344,735
1246,1084,1214,402,253,357,451
1246,1084,1193,423,208,357,458
1178,1152,1099,517,208,283,457
1178,1152,1004,612,208,187,467
1360,1152,926,690,208,178,552
1392,1152,770,846,205,181,590
1390,1154,701,915,200,186,590
1375,1206,700,917,194,192,531
1374,1207,700,917,194,183,536
1398,1162,701,961,194,183,536
1399,1159,704,961,194,183,536
1399,1159,472,1193,194,183,542
1402,877,754,1193,192,154,598
1392,980,772,1186,198,155,729
1339,1038,695,1264,161,174,829
1340,961,708,1330,133,202,832
1197,1062,750,1330,133,202,971
1194,1071,748,1327,119,221,1021
1191,1074,717,1358,119,221,1004
1106,1159,717,1303,174,221,1004
906,1215,819,1297,218,224,997
610,1508,822,1275,238,226,977
459,1592,889,1196,317,226,980
443,1614,889,1196,317,226,980
438,1609,857,1238,316,227,854
437,1480,963,1262,316,227,725
437,1480,960,1265,316,224,710
437,1479,954,1260,312,221,705
445,1462,970,1238,252,272,700
551,1281,1165,1182,318,271,728
551,1247,1083,1258,358,270,714
604,1246,1084,1214,402,253,712
605,1246,1084,1193,423,208,718
608,1178,1152,1099,517,208,753
608,1178,1152,1004,612,208,805
426,1360,1152,926,690,208,861
394,1392,1152,770,846,205,822
395,1390,1154,701,915,200,822
357,1375,1206,700,917,194,822
421,1374,1207,700,917,194,817
397,1398,1162,701,961,194,817
396,1399,1159,704,961,194,817
396,1399,1159,472,1193,194,811
407,1402,877,754,1193,192,770
296,1392,980,772,1186,198,639
290,1339,1038,695,1264,161,540
287,1340,961,708,1330,133,579
287,1197,1062,750,1330,133,440
281,1194,1071,748,1327,119,401
281,1191,1074,717,1358,119,402
281,1106,1159,717,1303,174,656
342,906,1215,819,1297,218,642
383,610,1508,822,1275,238,651
383,459,1592,889,1196,317,633
390,443,1614,889,1196,317,633
410,438,1609,857,1238,316,633
454,437,1480,963,1262,316,676
454,437,1480,960,1265,316,734
454,437,1479,954,1260,312,753
446,445,1462,970,1238,252,753
315,551,1281,1165,1182,318,723
335,551,1247,1083,1258,358,723
323,604,1246,1084,1214,402,723
322,605,1246,1084,1193,423,698
349,608,1178,1152,1099,517,663
418,608,1178,1152,1004,612,599
667,426,1360,1152,926,690,458
728,394,1392,1152,770,846,458
763,395,1390,1154,701,915,458
763,357,1375,1206,700,917,458
699,421,1374,1207,700,917,458
706,397,1398,1162,701,961,458
767,396,1399,1159,704,961,458
962,396,1399,1159,472,1193,458
951,407,1402,877,754,1193,443
986,296,1392,980,772,1186,501
1014,290,1339,1038,695,1264,505
1034,287,1340,961,708,1330,478
1040,287,1197,1062,750,1330,500
1040,281,1194,1071,748,1327,490
1066,281,1191,1074,717,1358,490
1184,281,1106,1159,717,1303,237
1170,342,906,1215,819,1297,239
1373,383,610,1508,822,1275,229
1402,383,459,1592,889,1196,229
1397,390,443,1614,889,1196,229
1380,410,438,1609,857,1238,229
1336,454,437,1480,963,1262,245
1336,454,437,1480,960,1265,270
1336,454,437,1479,954,1260,251
1336,446,445,1462,970,1238,251
1336,315,551,1281,1165,1182,251
1316,335,551,1247,1083,1258,251
1275,323,604,1246,1084,1214,255
1275,322,605,1246,1084,1193,279
1248,349,608,1178,1152,1099,279
1180,418,608,1178,1152,1004,279
931,667,426,1360,1152,926,279
882,728,394,1392,1152,770,283
896,763,395,1390,1154,701,295
896,763,357,1375,1206,700,295
896,699,421,1374,1207,700,295
1043,706,397,1398,1162,701,299
1121,767,396,1399,1159,704,310
947,962,396,1399,1159,472,336
977,951,407,1402,877,754,369
942,986,296,1392,980,772,311
927,1014,290,1339,1038,695,306
907,1034,287,1340,961,708,293
901,1040,287,1197,1062,750,271
990,1040,281,1194,1071,748,270
964,1066,281,1191,1074,717,269
846,1184,281,1106,1159,717,268
799,1170,342,906,1215,819,266
555,1373,383,610,1508,822,266
526,1402,383,459,1592,889,266
518,1397,390,443,1614,889,266
515,1380,410,438,1609,857,266
528,1336,454,437,1480,963,207
528,1336,454,437,1480,960,126
528,1336,454,437,1479,954,124
544,1336,446,445,1462,970,124
545,1336,315,551,1281,1165,124
545,1316,335,551,1247,1083,124
545,1275,323,604,1246,1084,120
545,1275,322,605,1246,1084,96
668,1248,349,608,1178,1152,97
670,1180,418,608,1178,1152,97
670,931,667,426,1360,1152,97
658,882,728,394,1392,1152,93
608,896,763,395,1390,1154,87
690,896,763,357,1375,1206,95
693,896,699,421,1374,1207,116
562,1043,706,397,1398,1162,167
504,1121,767,396,1399,1159,579
511,947,962,396,1399,1159,589
478,977,951,407,1402,877,564
491,942,986,296,1392,980,698
478,927,1014,290,1339,1038,708
497,907,1034,287,1340,961,784
513,901,1040,287,1197,1062,784
424,990,1040,281,1194,1071,788
424,964,1066,281,1191,1074,860
425,846,1184,281,1106,1159,1055
573,799,1170,342,906,1215,1208
693,555,1373,383,610,1508,1302
778,526,1402,383,459,1592,1608
936,518,1397,390,443,1614,1659
937,515,1380,410,438,1609,1671
925,528,1336,454,437,1480,1669
989,528,1336,454,437,1480,1690
1032,528,1336,454,437,1479,1719
1146,544,1336,446,445,1462,1737
1162,545,1336,315,551,1281,1758
1162,545,1316,335,551,1247,1776
1289,545,1275,323,604,1246,1779
1352,545,1275,322,605,1246,1779
1460,668,1248,349,608,1178,1778
1491,670,1180,418,608,1178,1783
1493,670,931,667,426,1360,1826
1533,658,882,728,394,1392,1841
1533,608,896,763,395,1390,1872
1452,690,896,763,357,1375,1883
