Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
702,708,770,1877,597,462,940,486,739,1425,854,1500,1278
612,804,718,1921,605,462,919,507,700,1467,743,1412,1278
559,858,717,1922,605,319,1062,507,700,1437,694,1394,1320
410,1013,717,1922,522,340,1073,533,725,1438,644,1362,1292
388,1046,717,1882,433,378,1164,533,725,1438,636,1362,1293
306,1134,689,1565,777,344,1100,632,725,1437,641,1306,1213
302,1138,689,1565,777,315,1129,632,725,1427,641,1296,1198
332,1108,720,1453,885,319,1129,626,731,1424,637,1296,1242
347,1034,722,1379,1024,299,1151,627,735,1262,637,1296,1194
377,1034,634,1376,1110,304,1151,627,735,1107,643,1296,1186
480,1035,634,1261,1225,304,1151,627,735,1112,642,1296,1127
495,944,727,1249,1237,238,1151,693,735,1119,661,1150,1045
577,909,762,1249,1237,238,1151,693,735,1143,657,1144,947
717,909,762,1249,1237,231,1158,693,735,1316,630,1106,918
809,924,762,1249,1199,267,1160,693,732,1323,567,1106,892
883,888,799,1247,1196,272,1160,693,552,1214,557,1088,633
884,888,730,1206,1302,276,1160,693,475,1217,541,1088,606
882,890,526,1386,1326,276,1160,693,471,1180,541,1090,529
883,891,525,1387,1326,276,1160,693,471,1209,541,1047,527
887,893,512,1212,1474,317,1088,765,471,1049,541,1040,527
889,893,511,858,1829,317,958,866,500,1079,541,1108,502
852,930,507,839,1722,447,953,871,373,1040,541,1111,627
851,915,523,763,1777,468,931,893,311,1127,520,1108,705
901,848,531,812,1787,468,852,972,289,1119,444,989,803
1010,850,518,825,1784,471,724,1100,228,1106,436,657,832
1092,849,385,959,1784,471,716,1106,198,1050,383,610,757
1091,832,406,959,1761,494,716,1096,190,1049,290,580,714
1086,820,423,959,1761,494,716,1008,275,974,169,667,707
1314,821,394,988,1719,536,716,947,276,919,99,588,777
1335,722,519,989,1658,597,716,947,267,886,98,546,709
1203,754,627,951,1696,597,716,947,228,802,98,497,704
1293,702,708,770,1877,597,462,940,486,798,85,389,706
1287,612,804,718,1921,605,462,919,507,706,84,367,735
1306,559,858,717,1922,605,319,1062,507,692,84,411,731
1325,410,1013,717,1922,522,340,1073,533,691,84,430,698
1365,388,1046,717,1882,433,378,1164,533,709,84,430,704
1364,306,1134,689,1565,777,344,1100,632,709,88,434,712
1415,302,1138,689,1565,777,315,1129,632,709,88,448,712
1384,332,1108,720,1453,885,319,1129,626,774,88,534,668
1369,347,1034,722,1379,1024,299,1151,627,845,81,654,746
1359,377,1034,634,1376,1110,304,1151,627,845,263,683,904
1255,480,1035,634,1261,1225,304,1151,627,840,365,690,959
1248,495,944,727,1249,1237,238,1151,693,833,356,694,1014
1166,577,909,762,1249,1237,238,1151,693,815,354,748,1015
1026,717,909,762,1249,1237,231,1158,693,645,381,803,1015
919,809,924,762,1249,1199,267,1160,693,634,750,803,1015
844,883,888,799,1247,1196,272,1160,693,602,750,815,1015
868,884,888,730,1206,1302,276,1160,693,549,750,815,1015
898,882,890,526,1386,1326,276,1160,693,549,750,793,1015
896,883,891,525,1387,1326,276,1160,693,519,750,792,1036
900,887,893,512,1212,1474,317,1088,765,535,750,790,1036
928,889,893,511,858,1829,317,958,866,468,750,722,1039
928,852,930,507,839,1722,447,953,871,417,750,746,914
928,851,915,523,763,1777,468,931,893,351,736,780,836
878,901,848,531,812,1787,468,852,972,357,736,991,738
770,1010,850,518,825,1784,471,724,1100,441,764,994,709
708,1092,849,385,959,1784,471,716,1106,604,771,978,697
705,1091,832,406,959,1761,494,716,1096,607,778,1049,628
705,1086,820,423,959,1761,494,716,1008,644,775,1086,622
476,1314,821,394,988,1719,536,716,947,644,775,1304,591
428,1335,722,519,989,1658,597,716,947,641,786,1243,601
428,1203,754,627,951,1696,597,716,947,641,786,1240,707
309,1293,702,708,770,1877,597,462,940,628,888,1200,706
311,1287,612,804,718,1921,605,462,919,621,1042,1199,704
309,1306,559,858,717,1922,605,319,1062,622,1063,1145,801
347,1325,410,1013,717,1922,522,340,1073,622,1083,1126,914
316,1365,388,1046,717,1882,433,378,1164,601,1086,1126,930
321,1364,306,1134,689,1565,777,344,1100,620,1077,1122,1066
351,1415,302,1138,689,1565,777,315,1129,627,1080,1108,1066
359,1384,332,1108,720,1453,885,319,1129,562,1148,1022,1066
359,1369,347,1034,722,1379,1024,299,1151,517,1139,902,988
339,1359,377,1034,634,1376,1110,304,1151,556,951,873,830
339,1255,480,1035,634,1261,1225,304,1151,556,848,866,775
337,1248,495,944,727,1249,1237,238,1151,556,837,884,720
337,1166,577,909,762,1249,1237,238,1151,570,837,830,732
337,1026,717,909,762,1249,1237,231,1158,574,835,775,732
337,919,809,924,762,1249,1199,267,1160,708,485,775,777
367,844,883,888,799,1247,1196,272,1160,708,485,763,880
342,868,884,888,730,1206,1302,276,1160,749,485,776,999
391,898,882,890,526,1386,1326,276,1160,778,485,835,1016
399,896,883,891,525,1387,1326,276,1160,804,489,835,1042
388,900,887,893,512,1212,1474,317,1088,982,489,914,1206
358,928,889,893,511,858,1829,317,958,935,508,1079,1294
358,928,852,930,507,839,1722,447,953,931,510,1071,1328
358,928,851,915,523,763,1777,468,931,910,510,1087,1412
358,878,901,848,531,812,1787,468,852,901,632,920,1412
355,770,1010,850,518,825,1784,471,724,816,672,917,1429
378,708,1092,849,385,959,1784,471,716,692,720,917,1499
378,705,1091,832,406,959,1761,494,716,689,713,846,1523
378,705,1086,820,423,959,1761,494,716,652,765,704,1519
378,476,1314,821,394,988,1719,536,716,652,780,463,1509
378,428,1335,722,519,989,1658,597,716,652,837,513,1499
370,428,1203,754,627,951,1696,597,716,652,838,715,1315
370,309,1293,702,708,770,1877,597,462,652,743,786,1308
388,311,1287,612,804,718,1921,605,462,652,592,812,1281
375,309,1306,559,858,717,1922,605,319,651,571,863,1146
312,347,1325,410,1013,717,1922,522,340,651,551,892,1031
297,316,1365,388,1046,717,1882,433,378,651,548,1008,1008
296,321,1364,306,1134,689,1565,777,344,632,548,1018,870
215,351,1415,302,1138,689,1565,777,315,625,545,1018,920
219,359,1384,332,1108,720,1453,885,319,628,477,1022,955
219,359,1369,347,1034,722,1379,1024,299,782,466,1055,992
219,339,1359,377,1034,634,1376,1110,304,820,466,1231,992
219,339,1255,480,1035,634,1261,1225,304,824,462,1254,1207
211,337,1248,495,944,727,1249,1237,238,824,534,1232,1211
211,337,1166,577,909,762,1249,1237,238,804,547,1251,1219
211,337,1026,717,909,762,1249,1237,231,797,571,1251,1224
211,337,919,809,924,762,1249,1199,267,790,600,1256,1179
181,367,844,883,888,799,1247,1196,272,807,622,1327,1076
181,342,868,884,888,730,1206,1302,276,784,648,1358,976
102,391,898,882,890,526,1386,1326,276,816,654,1299,972
94,399,896,883,891,525,1387,1326,276,821,650,1306,954
124,388,900,887,893,512,1212,1474,317,645,650,1233,831
154,358,928,889,893,511,858,1829,317,628,631,1068,740
197,358,928,852,930,507,839,1722,447,688,629,1040,706
259,358,928,851,915,523,763,1777,468,697,629,989,621
330,358,878,901,848,531,812,1787,468,736,507,945,621
330,355,770,1010,850,518,825,1784,471,739,439,977,604
297,378,708,1092,849,385,959,1784,471,700,384,1094,534
297,378,705,1091,832,406,959,1761,494,700,388,1112,510
297,378,705,1086,820,423,959,1761,494,725,340,1112,510
297,378,476,1314,821,394,988,1719,536,725,326,1158,475
297,378,428,1335,722,519,989,1658,597,725,258,1108,475
297,370,428,1203,754,627,951,1696,597,725,257,917,475
317,370,309,1293,702,708,770,1877,597,731,250,852,475
297,388,311,1287,612,804,718,1921,605,735,247,888,475
292,375,309,1306,559,858,717,1922,605,735,247,930,475
292,312,347,1325,410,1013,717,1922,522,735,247,927,475
287,297,316,1365,388,1046,717,1882,433,735,290,811,475
295,296,321,1364,306,1134,689,1565,777,735,492,801,469
295,215,351,1415,302,1138,689,1565,777,735,578,803,419
283,219,359,1384,332,1108,720,1453,885,732,578,857,384
283,219,359,1369,347,1034,722,1379,1024,552,578,825,347
283,219,339,1359,377,1034,634,1376,1110,475,578,696,347
283,219,339,1255,480,1035,634,1261,1225,471,578,673,132
288,211,337,1248,495,944,727,1249,1237,471,505,685,128
314,211,337,1166,577,909,762,1249,1237,471,492,674,107
314,211,337,1026,717,909,762,1249,1237,500,448,674,102
314,211,337,919,809,924,762,1249,1199,373,471,669,102
314,181,367,844,883,888,799,1247,1196,311,451,598,102
352,181,342,868,884,888,730,1206,1302,289,479,716,83
360,102,391,898,882,890,526,1386,1326,228,473,724,136
390,94,399,896,883,891,525,1387,1326,198,473,730,107
360,124,388,900,887,893,512,1212,1474,190,473,747,66
330,154,358,928,889,893,511,858,1829,275,473,747,66
287,197,358,928,852,930,507,839,1722,276,473,747,66
225,259,358,928,851,915,523,763,1777,267,473,747,90
154,330,358,878,901,848,531,812,1787,228,475,747,92
154,330,355,770,1010,850,518,825,1784,486,475,715,92
144,297,378,708,1092,849,385,959,1784,507,475,598,198
144,297,378,705,1091,832,406,959,1761,507,476,579,279
186,297,378,705,1086,820,423,959,1761,533,540,579,370
186,297,378,476,1314,821,394,988,1719,533,683,532,370
186,297,378,428,1335,722,519,989,1658,632,721,532,398
186,297,370,428,1203,754,627,951,1696,632,776,521,413
179,317,370,309,1293,702,708,770,1877,626,776,515,433
187,297,388,311,1287,612,804,718,1921,627,935,453,444
187,292,375,309,1306,559,858,717,1922,627,983,360,479
187,292,312,347,1325,410,1013,717,1922,627,983,392,638
218,287,297,316,1365,388,1046,717,1882,693,945,418,724
255,295,296,321,1364,306,1134,689,1565,693,743,423,724
364,295,215,351,1415,302,1138,689,1565,693,662,437,762
425,283,219,359,1384,332,1108,720,1453,693,662,379,902
425,283,219,359,1369,347,1034,722,1379,693,703,378,903
433,283,219,339,1359,377,1034,634,1376,693,703,331,903
433,283,219,339,1255,480,1035,634,1261,693,703,331,903
428,288,211,337,1248,495,944,727,1249,693,703,326,903
402,314,211,337,1166,577,909,762,1249,765,703,321,951
402,314,211,337,1026,717,909,762,1249,866,709,330,1112
402,314,211,337,919,809,924,762,1249,871,639,367,1159
402,314,181,367,844,883,888,799,1247,893,648,386,1177
364,352,181,342,868,884,888,730,1206,972,594,291,1183
356,360,102,391,898,882,890,526,1386,1100,594,354,1123
435,390,94,399,896,883,891,525,1387,1106,594,341,1195
435,360,124,388,900,887,893,512,1212,1096,594,318,1443
435,330,154,358,928,889,893,511,858,1008,594,330,1443
488,287,197,358,928,852,930,507,839,947,594,345,1443
488,225,259,358,928,851,915,523,763,947,594,345,1419
528,154,330,358,878,901,848,531,812,947,592,567,1417
630,154,330,355,770,1010,850,518,825,940,650,653,1417
633,144,297,378,708,1092,849,385,959,919,685,658,1311
648,144,297,378,705,1091,832,406,959,1062,684,658,1261
611,186,297,378,705,1086,820,423,959,1073,661,658,1204
674,186,297,378,476,1314,821,394,988,1164,711,658,1278
674,186,297,378,428,1335,722,519,989,1100,757,658,1250
711,186,297,370,428,1203,754,627,951,1129,702,746,1235
698,179,317,370,309,1293,702,708,770,1129,702,746,1220
690,187,297,388,311,1287,612,804,718,1151,543,824,1237
726,187,292,375,309,1306,559,858,717,1151,879,841,1290
741,187,292,312,347,1325,410,1013,717,1151,879,836,1175
760,218,287,297,316,1365,388,1046,717,1151,874,810,1213
754,255,295,296,321,1364,306,1134,689,1151,874,805,1267
864,364,295,215,351,1415,302,1138,689,1158,869,846,1230
811,425,283,219,359,1384,332,1108,720,1160,882,848,1122
1097,425,283,219,359,1369,347,1034,722,1160,889,848,1173
1101,433,283,219,339,1359,377,1034,634,1160,889,876,1266
1102,433,283,219,339,1255,480,1035,634,1160,889,876,1383
1104,428,288,211,337,1248,495,944,727,1160,889,869,1425
1104,402,314,211,337,1166,577,909,762,1088,905,1109,1448
1105,402,314,211,337,1026,717,909,762,958,893,1100,1409
1105,402,314,211,337,919,809,924,762,953,892,1063,1376
1164,402,314,181,367,844,883,888,799,931,881,1044,1399
1164,364,352,181,342,868,884,888,730,852,888,977,1401
1164,356,360,102,391,898,882,890,526,724,888,906,1398
1055,435,390,94,399,896,883,891,525,716,888,906,1374
1055,435,360,124,388,900,887,893,512,716,888,1077,1320
1055,435,330,154,358,928,889,893,511,716,888,1153,1495
1002,488,287,197,358,928,852,930,507,716,888,1138,1529
1002,488,225,259,358,928,851,915,523,716,888,1138,1589
962,528,154,330,358,878,901,848,531,716,898,916,1618
860,630,154,330,355,770,1010,850,518,462,892,870,1618
857,633,144,297,378,708,1092,849,385,462,896,895,1713
859,648,144,297,378,705,1091,832,406,319,933,895,1689
854,611,186,297,378,705,1086,820,423,340,888,900,1656
812,674,186,297,378,476,1314,821,394,378,694,967,1583
833,674,186,297,378,428,1335,722,519,344,655,971,1591
811,711,186,297,370,428,1203,754,627,315,750,883,1593
811,698,179,317,370,309,1293,702,708,319,750,883,1588
937,690,187,297,388,311,1287,612,804,299,750,805,1560
1032,726,187,292,375,309,1306,559,858,304,366,808,1472
1032,741,187,292,312,347,1325,410,1013,304,471,765,1428
989,760,218,287,297,316,1365,388,1046,238,490,766,1304
946,754,255,295,296,321,1364,306,1134,238,508,832,1307
729,864,364,295,215,351,1415,302,1138,231,511,820,1382
735,811,425,283,219,359,1384,332,1108,267,498,821,1417
451,1097,425,283,219,359,1369,347,1034,272,508,821,1369
458,1101,433,283,219,339,1359,377,1034,276,705,793,1313
457,1102,433,283,219,339,1255,480,1035,276,727,793,1197
467,1104,428,288,211,337,1248,495,944,276,727,793,1155
552,1104,402,314,211,337,1166,577,909,317,711,622,1084
590,1105,402,314,211,337,1026,717,909,317,749,801,962
590,1105,402,314,211,337,919,809,924,447,749,854,992
531,1164,402,314,181,367,844,883,888,468,754,854,995
536,1164,364,352,181,342,868,884,888,468,747,854,987
536,1164,356,360,102,391,898,882,890,471,747,854,984
536,1055,435,390,94,399,896,883,891,471,747,869,936
542,1055,435,360,124,388,900,887,893,494,786,704,834
598,1055,435,330,154,358,928,889,893,494,786,690,659
729,1002,488,287,197,358,928,852,930,536,786,904,625
829,1002,488,225,259,358,928,851,915,597,786,904,565
832,962,528,154,330,358,878,901,848,597,776,904,840
971,860,630,154,330,355,770,1010,850,597,743,864,881
1021,857,633,144,297,378,708,1092,849,605,704,879,810
1004,859,648,144,297,378,705,1091,832,605,663,879,899
1004,854,611,186,297,378,705,1086,820,522,832,874,907
997,812,674,186,297,378,476,1314,821,433,855,828,906
977,833,674,186,297,378,428,1335,722,777,810,877,903
980,811,711,186,297,370,428,1203,754,777,935,880,901
980,811,698,179,317,370,309,1293,702,885,935,880,901
854,937,690,187,297,388,311,1287,612,1024,935,888,952
725,1032,726,187,292,375,309,1306,559,1110,935,869,1009
710,1032,741,187,292,312,347,1325,410,1225,830,865,1035
705,989,760,218,287,297,316,1365,388,1237,811,864,1035
700,946,754,255,295,296,321,1364,306,1237,793,839,1028
728,729,864,364,295,215,351,1415,302,1237,790,812,963
714,735,811,425,283,219,359,1384,332,1199,793,809,974
712,451,1097,425,283,219,359,1369,347,1196,735,922,1304
718,458,1101,433,283,219,339,1359,377,1302,538,922,1268
753,457,1102,433,283,219,339,1255,480,1326,516,941,1267
805,467,1104,428,288,211,337,1248,495,1326,533,943,1267
861,552,1104,402,314,211,337,1166,577,1474,533,871,1267
822,590,1105,402,314,211,337,1026,717,1829,495,692,1267
822,590,1105,402,314,211,337,919,809,1722,495,639,1223
822,531,1164,402,314,181,367,844,883,1777,490,639,1179
817,536,1164,364,352,181,342,868,884,1787,490,639,1179
817,536,1164,356,360,102,391,898,882,1784,490,639,1179
817,536,1055,435,390,94,399,896,883,1784,591,627,1179
811,542,1055,435,360,124,388,900,887,1761,552,685,1087
770,598,1055,435,330,154,358,928,889,1761,626,687,1196
639,729,1002,488,287,197,358,928,852,1719,816,473,1202
540,829,1002,488,225,259,358,928,851,1658,819,683,1207
579,832,962,528,154,330,358,878,901,1696,819,741,912
440,971,860,630,154,330,355,770,1010,1877,800,758,871
401,1021,857,633,144,297,378,708,1092,1921,800,713,847
402,1004,859,648,144,297,378,705,1091,1922,800,713,751
656,1004,854,611,186,297,378,705,1086,1922,631,713,771
642,997,812,674,186,297,378,476,1314,1882,608,707,772
651,977,833,674,186,297,378,428,1335,1565,608,1057,767
633,980,811,711,186,297,370,428,1203,1565,389,1283,767
633,980,811,698,179,317,370,309,1293,1453,482,1283,767
633,854,937,690,187,297,388,311,1287,1379,482,1275,716
676,725,1032,726,187,292,375,309,1306,1376,482,1274,659
734,710,1032,741,187,292,312,347,1325,1261,482,1268,710
753,705,989,760,218,287,297,316,1365,1249,482,1268,729
753,700,946,754,255,295,296,321,1364,1249,482,1227,679
723,728,729,864,364,295,215,351,1415,1249,576,1209,668
723,714,735,811,425,283,219,359,1384,1249,573,1209,590
723,712,451,1097,425,283,219,359,1369,1247,573,1096,256
698,718,458,1101,433,283,219,339,1359,1206,573,1100,255
663,753,457,1102,433,283,219,339,1255,1386,573,1081,312
599,805,467,1104,428,288,211,337,1248,1387,556,1079,312
458,861,552,1104,402,314,211,337,1166,1212,556,1079,312
458,822,590,1105,402,314,211,337,1026,858,556,1079,479
458,822,590,1105,402,314,211,337,919,839,556,1079,489
458,822,531,1164,402,314,181,367,844,763,556,1079,530
458,817,536,1164,364,352,181,342,868,812,556,1155,530
458,817,536,1164,356,360,102,391,898,825,556,1253,530
458,817,536,1055,435,390,94,399,896,959,455,1302,544
458,811,542,1055,435,360,124,388,900,959,455,1264,549
443,770,598,1055,435,330,154,358,928,959,381,1190,440
501,639,729,1002,488,287,197,358,928,988,396,1257,434
505,540,829,1002,488,225,259,358,928,989,432,1091,429
478,579,832,962,528,154,330,358,878,951,458,1033,420
500,440,971,860,630,154,330,355,770,770,476,1065,420
490,401,1021,857,633,144,297,378,708,718,476,1065,425
490,402,1004,859,648,144,297,378,705,717,568,1065,476
237,656,1004,854,611,186,297,378,705,717,694,1065,447
239,642,997,812,674,186,297,378,476,717,740,1052,446
229,651,977,833,674,186,297,378,428,689,740,649,446
229,633,980,811,711,186,297,370,428,689,739,420,446
229,633,980,811,698,179,317,370,309,720,646,428,446
229,633,854,937,690,187,297,388,311,722,648,491,446
245,676,725,1032,726,187,292,375,309,634,650,491,456
270,734,710,1032,741,187,292,312,347,634,650,491,379
251,753,705,989,760,218,287,297,316,727,650,491,360
251,753,700,946,754,255,295,296,321,762,650,491,360
251,723,728,729,864,364,295,215,351,762,556,510,374
251,723,714,735,811,425,283,219,359,762,556,510,375
255,723,712,451,1097,425,283,219,359,799,558,511,375
279,698,718,458,1101,433,283,219,339,730,600,515,375
279,663,753,457,1102,433,283,219,339,526,605,515,318
279,599,805,467,1104,428,288,211,337,525,605,515,318
279,458,861,552,1104,402,314,211,337,512,605,679,318
283,458,822,590,1105,402,314,211,337,511,605,682,151
295,458,822,590,1105,402,314,211,337,507,605,702,380
295,458,822,531,1164,402,314,181,367,523,605,760,352
295,458,817,536,1164,364,352,181,342,531,605,734,352
299,458,817,536,1164,356,360,102,391,518,639,689,352
310,458,817,536,1055,435,390,94,399,385,684,637,338
336,458,811,542,1055,435,360,124,388,406,761,611,333
369,443,770,598,1055,435,330,154,358,423,942,609,333
311,501,639,729,1002,488,287,197,358,394,771,542,333
306,505,540,829,1002,488,225,259,358,519,740,505,406
293,478,579,832,962,528,154,330,358,627,806,506,409
271,500,440,971,860,630,154,330,355,708,788,457,509
270,490,401,1021,857,633,144,297,378,804,845,569,615
269,490,402,1004,859,648,144,297,378,858,797,618,592
268,237,656,1004,854,611,186,297,378,1013,671,668,624
266,239,642,997,812,674,186,297,378,1046,628,674,624
266,229,651,977,833,674,186,297,378,1134,629,674,680
266,229,633,980,811,711,186,297,370,1138,639,674,690
266,229,633,980,811,698,179,317,370,1108,642,670,690
266,229,633,854,937,690,187,297,388,1034,802,634,690
207,245,676,725,1032,726,187,292,375,1034,955,634,680
126,270,734,710,1032,741,187,292,312,1035,955,640,680
124,251,753,705,989,760,218,287,297,944,955,642,826
124,251,753,700,946,754,255,295,296,909,955,648,832
124,251,723,728,729,864,364,295,215,909,955,657,856
124,251,723,714,735,811,425,283,219,924,959,720,855
120,255,723,712,451,1097,425,283,219,888,1143,729,873
96,279,698,718,458,1101,433,283,219,888,1155,737,873
97,279,663,753,457,1102,433,283,219,890,1187,737,893
97,279,599,805,467,1104,428,288,211,891,1189,737,937
97,279,458,861,552,1104,402,314,211,893,1349,573,946
93,283,458,822,590,1105,402,314,211,893,1453,570,946
87,295,458,822,590,1105,402,314,211,930,1547,550,716
95,295,458,822,531,1164,402,314,181,915,1547,527,707
116,295,458,817,536,1164,364,352,181,848,1558,553,826
167,299,458,817,536,1164,356,360,102,850,1538,508,1158
579,310,458,817,536,1055,435,390,94,849,1549,561,1221
589,336,458,811,542,1055,435,360,124,832,1473,654,1252
564,369,443,770,598,1055,435,330,154,820,1367,778,1270
698,311,501,639,729,1002,488,287,197,821,1388,848,1373
708,306,505,540,829,1002,488,225,259,722,1416,842,1403
784,293,478,579,832,962,528,154,330,754,1408,841,1452
784,271,500,440,971,860,630,154,330,702,1425,854,1500
788,270,490,401,1021,857,633,144,297,612,1467,743,1412
860,269,490,402,1004,859,648,144,297,559,1437,694,1394
1055,268,237,656,1004,854,611,186,297,410,1438,644,1362
1208,266,239,642,997,812,674,186,297,388,1438,636,1362
1302,266,229,651,977,833,674,186,297,306,1437,641,1306
1608,266,229,633,980,811,711,186,297,302,1427,641,1296
1659,266,229,633,980,811,698,179,317,332,1424,637,1296
1671,266,229,633,854,937,690,187,297,347,1262,637,1296
1669,207,245,676,725,1032,726,187,292,377,1107,643,1296
1690,126,270,734,710,1032,741,187,292,480,1112,642,1296
1719,124,251,753,705,989,760,218,287,495,1119,661,1150
1737,124,251,753,700,946,754,255,295,577,1143,657,1144
1758,124,251,723,728,729,864,364,295,717,1316,630,1106
1776,124,251,723,714,735,811,425,283,809,1323,567,1106
1779,120,255,723,712,451,1097,425,283,883,1214,557,1088
1779,96,279,698,718,458,1101,433,283,884,1217,541,1088
1778,97,279,663,753,457,1102,433,283,882,1180,541,1090
1783,97,279,599,805,467,1104,428,288,883,1209,541,1047
1826,97,279,458,861,552,1104,402,314,887,1049,541,1040
1841,93,283,458,822,590,1105,402,314,889,1079,541,1108
1872,87,295,458,822,590,1105,402,314,852,1040,541,1111
1883,95,295,458,822,531,1164,402,314,851,1127,520,1108
2057,116,295,458,817,536,1164,364,352,901,1119,444,989
2057,167,299,458,817,536,1164,356,360,1010,1106,436,657
1690,579,310,458,817,536,1055,435,390,1092,1050,383,610
1871,589,336,458,811,542,1055,435,360,1091,1049,290,580
1902,564,369,443,770,598,1055,435,330,1086,974,169,667
1787,698,311,501,639,729,1002,488,287,1314,919,99,588
1792,708,306,505,540,829,1002,488,225,1335,886,98,546
1719,784,293,478,579,832,962,528,154,1203,802,98,497
1719,784,271,500,440,971,860,630,154,1293,798,85,389
1715,788,270,490,401,1021,857,633,144,1287,706,84,367
1654,860,269,490,402,1004,859,648,144,1306,692,84,411
1464,1055,268,237,656,1004,854,611,186,1325,691,84,430
1311,1208,266,239,642,997,812,674,186,1365,709,84,430
1217,1302,266,229,651,977,833,674,186,1364,709,88,434
911,1608,266,229,633,980,811,711,186,1415,709,88,448
860,1659,266,229,633,980,811,698,179,1384,774,88,534
852,1671,266,229,633,854,937,690,187,1369,845,81,654
897,1669,207,245,676,725,1032,726,187,1359,845,263,683
948,1690,126,270,734,710,1032,741,187,1255,840,365,690
1015,1719,124,251,753,705,989,760,218,1248,833,356,694
1006,1737,124,251,753,700,946,754,255,1166,815,354,748
985,1758,124,251,723,728,729,864,364,1026,645,381,803
967,1776,124,251,723,714,735,811,425,919,634,750,803
964,1779,120,255,723,712,451,1097,425,844,602,750,815
973,1779,96,279,698,718,458,1101,433,868,549,750,815
973,1778,97,279,663,753,457,1102,433,898,549,750,793
968,1783,97,279,599,805,467,1104,428,896,519,750,792
925,1826,97,279,458,861,552,1104,402,900,535,750,790
941,1841,93,283,458,822,590,1105,402,928,468,750,722
904,1872,87,295,458,822,590,1105,402,928,417,750,746
903,1883,95,295,458,822,531,1164,402,928,351,736,780
708,2057,116,295,458,817,536,1164,364,878,357,736,991
653,2057,167,299,458,817,536,1164,356,770,441,764,994
597,1690,579,310,458,817,536,1055,435,708,604,771,978
380,1871,589,336,458,811,542,1055,435,705,607,778,1049
341,1902,564,369,443,770,598,1055,435,705,644,775,1086
323,1787,698,311,501,639,729,1002,488,476,644,775,1304
308,1792,708,306,505,540,829,1002,488,428,641,786,1243
303,1719,784,293,478,579,832,962,528,428,641,786,1240
303,1719,784,271,500,440,971,860,630,309,628,888,1200
303,1715,788,270,490,401,1021,857,633,311,621,1042,1199
292,1654,860,269,490,402,1004,859,648,309,622,1063,1145
290,1464,1055,268,237,656,1004,854,611,347,622,1083,1126
309,1311,1208,266,239,642,997,812,674,316,601,1086,1126
341,1217,1302,266,229,651,977,833,674,321,620,1077,1122
343,911,1608,266,229,633,980,811,711,351,627,1080,1108
344,860,1659,266,229,633,980,811,698,359,562,1148,1022
357,852,1671,266,229,633,854,937,690,359,517,1139,902
357,897,1669,207,245,676,725,1032,726,339,556,951,873
283,948,1690,126,270,734,710,1032,741,339,556,848,866
187,1015,1719,124,251,753,705,989,760,337,556,837,884
178,1006,1737,124,251,753,700,946,754,337,570,837,830
181,985,1758,124,251,723,728,729,864,337,574,835,775
186,967,1776,124,251,723,714,735,811,337,708,485,775
192,964,1779,120,255,723,712,451,1097,367,708,485,763
183,973,1779,96,279,698,718,458,1101,342,749,485,776
183,973,1778,97,279,663,753,457,1102,391,778,485,835
183,968,1783,97,279,599,805,467,1104,399,804,489,835
183,925,1826,97,279,458,861,552,1104,388,982,489,914
154,941,1841,93,283,458,822,590,1105,358,935,508,1079
155,904,1872,87,295,458,822,590,1105,358,931,510,1071
174,903,1883,95,295,458,822,531,1164,358,910,510,1087
202,708,2057,116,295,458,817,536,1164,358,901,632,920
202,653,2057,167,299,458,817,536,1164,355,816,672,917
221,597,1690,579,310,458,817,536,1055,378,692,720,917
221,380,1871,589,336,458,811,542,1055,378,689,713,846
221,341,1902,564,369,443,770,598,1055,378,652,765,704
224,323,1787,698,311,501,639,729,1002,378,652,780,463
226,308,1792,708,306,505,540,829,1002,378,652,837,513
226,303,1719,784,293,478,579,832,962,370,652,838,715
226,303,1719,784,271,500,440,971,860,370,652,743,786
227,303,1715,788,270,490,401,1021,857,388,652,592,812
227,292,1654,860,269,490,402,1004,859,375,651,571,863
224,290,1464,1055,268,237,656,1004,854,312,651,551,892
221,309,1311,1208,266,239,642,997,812,297,651,548,1008
272,341,1217,1302,266,229,651,977,833,296,632,548,1018
271,343,911,1608,266,229,633,980,811,215,625,545,1018
270,344,860,1659,266,229,633,980,811,219,628,477,1022
253,357,852,1671,266,229,633,854,937,219,782,466,1055
208,357,897,1669,207,245,676,725,1032,219,820,466,1231
208,283,948,1690,126,270,734,710,1032,219,824,462,1254
208,187,1015,1719,124,251,753,705,989,211,824,534,1232
208,178,1006,1737,124,251,753,700,946,211,804,547,1251
205,181,985,1758,124,251,723,728,729,211,797,571,1251
200,186,967,1776,124,251,723,714,735,211,790,600,1256
194,192,964,1779,120,255,723,712,451,181,807,622,1327
194,183,973,1779,96,279,698,718,458,181,784,648,1358
194,183,973,1778,97,279,663,753,457,102,816,654,1299
194,183,968,1783,97,279,599,805,467,94,821,650,1306
194,183,925,1826,97,279,458,861,552,124,645,650,1233
192,154,941,1841,93,283,458,822,590,154,628,631,1068
198,155,904,1872,87,295,458,822,590,197,688,629,1040
161,174,903,1883,95,295,458,822,531,259,697,629,989
133,202,708,2057,116,295,458,817,536,330,736,507,945
133,202,653,2057,167,299,458,817,536,330,739,439,977
119,221,597,1690,579,310,458,817,536,297,700,384,1094
