Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2
747,989,1087,780,1108,707,352,530,1179,995,90,302
747,945,920,991,989,826,352,530,1179,987,92,317
715,977,917,994,657,1158,352,530,1179,984,92,317
598,1094,917,978,610,1221,338,544,1179,936,198,317
579,1112,846,1049,580,1252,333,549,1087,834,279,427
579,1112,704,1086,667,1270,333,440,1196,659,370,432
532,1158,463,1304,588,1373,333,434,1202,625,370,432
532,1108,513,1243,546,1403,406,429,1207,565,398,432
521,917,715,1240,497,1452,409,420,912,840,413,557
515,852,786,1200,389,1500,509,420,871,881,433,571
453,888,812,1199,367,1412,615,425,847,810,444,548
360,930,863,1145,411,1394,592,476,751,899,479,538
392,927,892,1126,430,1362,624,447,771,907,638,876
418,811,1008,1126,430,1362,624,446,772,906,724,869
423,801,1018,1122,434,1306,680,446,767,903,724,908
437,803,1018,1108,448,1296,690,446,767,901,762,959
379,857,1022,1022,534,1296,690,446,767,901,902,1144
378,825,1055,902,654,1296,690,446,716,952,903,1191
331,696,1231,873,683,1296,680,456,659,1009,903,1160
331,673,1254,866,690,1296,680,379,710,1035,903,1173
326,685,1232,884,694,1150,826,360,729,1035,903,1197
321,674,1251,830,748,1144,832,360,679,1028,951,1247
330,674,1251,775,803,1106,856,374,668,963,1112,1385
367,669,1256,775,803,1106,855,375,590,974,1159,1384
386,598,1327,763,815,1088,873,375,256,1304,1177,1384
291,716,1358,776,815,1088,873,375,255,1268,1183,1487
354,724,1299,835,793,1090,893,318,312,1267,1123,1512
341,730,1306,835,792,1047,937,318,312,1267,1195,1428
318,747,1233,914,790,1040,946,318,312,1267,1443,1468
330,747,1068,1079,722,1108,946,151,479,1267,1443,1468
345,747,1040,1071,746,1111,716,380,489,1223,1443,1468
345,747,989,1087,780,1108,707,352,530,1179,1419,1470
567,747,945,920,991,989,826,352,530,1179,1417,1456
653,715,977,917,994,657,1158,352,530,1179,1417,1456
658,598,1094,917,978,610,1221,338,544,1179,1311,1456
658,579,1112,846,1049,580,1252,333,549,1087,1261,1346
658,579,1112,704,1086,667,1270,333,440,1196,1204,1341
658,532,1158,463,1304,588,1373,333,434,1202,1278,1341
658,532,1108,513,1243,546,1403,406,429,1207,1250,1341
746,521,917,715,1240,497,1452,409,420,912,1235,1213
746,515,852,786,1200,389,1500,509,420,871,1220,1191
824,453,888,812,1199,367,1412,615,425,847,1237,1288
841,360,930,863,1145,411,1394,592,476,751,1290,1338
836,392,927,892,1126,430,1362,624,447,771,1175,941
810,418,811,1008,1126,430,1362,624,446,772,1213,941
805,423,801,1018,1122,434,1306,680,446,767,1267,1017
846,437,803,1018,1108,448,1296,690,446,767,1230,1114
848,379,857,1022,1022,534,1296,690,446,767,1122,929
848,378,825,1055,902,654,1296,690,446,716,1173,898
876,331,696,1231,873,683,1296,680,456,659,1266,879
876,331,673,1254,866,690,1296,680,379,710,1383,866
869,326,685,1232,884,694,1150,826,360,729,1425,842
1109,321,674,1251,830,748,1144,832,360,679,1448,933
1100,330,674,1251,775,803,1106,856,374,668,1409,803
1063,367,669,1256,775,803,1106,855,375,590,1376,782
1044,386,598,1327,763,815,1088,873,375,256,1399,782
977,291,716,1358,776,815,1088,873,375,255,1401,681
906,354,724,1299,835,793,1090,893,318,312,1398,656
906,341,730,1306,835,792,1047,937,318,312,1374,642
1077,318,747,1233,914,790,1040,946,318,312,1320,591
1153,330,747,1068,1079,722,1108,946,151,479,1495,591
1138,345,747,1040,1071,746,1111,716,380,489,1529,591
1138,345,747,989,1087,780,1108,707,352,530,1589,608
916,567,747,945,920,991,989,826,352,530,1618,624
870,653,715,977,917,994,657,1158,352,530,1618,625
895,658,598,1094,917,978,610,1221,338,544,1713,629
895,658,579,1112,846,1049,580,1252,333,549,1689,629
900,658,579,1112,704,1086,667,1270,333,440,1656,629
967,658,532,1158,463,1304,588,1373,333,434,1583,629
971,658,532,1108,513,1243,546,1403,406,429,1591,629
883,746,521,917,715,1240,497,1452,409,420,1593,629
883,746,515,852,786,1200,389,1500,509,420,1588,629
805,824,453,888,812,1199,367,1412,615,425,1560,532
808,841,360,930,863,1145,411,1394,592,476,1472,482
765,836,392,927,892,1126,430,1362,624,447,1428,482
766,810,418,811,1008,1126,430,1362,624,446,1304,482
832,805,423,801,1018,1122,434,1306,680,446,1307,367
820,846,437,803,1018,1108,448,1296,690,446,1382,219
821,848,379,857,1022,1022,534,1296,690,446,1417,219
821,848,378,825,1055,902,654,1296,690,446,1369,223
793,876,331,696,1231,873,683,1296,680,456,1313,223
793,876,331,673,1254,866,690,1296,680,379,1197,223
793,869,326,685,1232,884,694,1150,826,360,1155,223
622,1109,321,674,1251,830,748,1144,832,360,1084,82
801,1100,330,674,1251,775,803,1106,856,374,962,88
854,1063,367,669,1256,775,803,1106,855,375,992,124
854,1044,386,598,1327,763,815,1088,873,375,995,124
854,977,291,716,1358,776,815,1088,873,375,987,122
854,906,354,724,1299,835,793,1090,893,318,984,122
869,906,341,730,1306,835,792,1047,937,318,936,134
704,1077,318,747,1233,914,790,1040,946,318,834,188
690,1153,330,747,1068,1079,722,1108,946,151,659,222
904,1138,345,747,1040,1071,746,1111,716,380,625,501
904,1138,345,747,989,1087,780,1108,707,352,565,482
904,916,567,747,945,920,991,989,826,352,840,465
864,870,653,715,977,917,994,657,1158,352,881,465
879,895,658,598,1094,917,978,610,1221,338,810,461
879,895,658,579,1112,846,1049,580,1252,333,899,475
874,900,658,579,1112,704,1086,667,1270,333,907,531
828,967,658,532,1158,463,1304,588,1373,333,906,612
877,971,658,532,1108,513,1243,546,1403,406,903,617
880,883,746,521,917,715,1240,497,1452,409,901,713
880,883,746,515,852,786,1200,389,1500,509,901,831
888,805,824,453,888,812,1199,367,1412,615,952,832
869,808,841,360,930,863,1145,411,1394,592,1009,834
865,765,836,392,927,892,1126,430,1362,624,1035,1012
864,766,810,418,811,1008,1126,430,1362,624,1035,1021
839,832,805,423,801,1018,1122,434,1306,680,1028,1044
812,820,846,437,803,1018,1108,448,1296,690,963,1062
809,821,848,379,857,1022,1022,534,1296,690,974,1132
922,821,848,378,825,1055,902,654,1296,690,1304,1113
922,793,876,331,696,1231,873,683,1296,680,1268,1113
941,793,876,331,673,1254,866,690,1296,680,1267,1363
943,793,869,326,685,1232,884,694,1150,826,1267,1469
871,622,1109,321,674,1251,830,748,1144,832,1267,1553
692,801,1100,330,674,1251,775,803,1106,856,1267,1539
639,854,1063,367,669,1256,775,803,1106,855,1223,1666
639,854,1044,386,598,1327,763,815,1088,873,1179,1748
639,854,977,291,716,1358,776,815,1088,873,1179,1748
639,854,906,354,724,1299,835,793,1090,893,1179,1748
627,869,906,341,730,1306,835,792,1047,937,1179,1736
685,704,1077,318,747,1233,914,790,1040,946,1087,1682
687,690,1153,330,747,1068,1079,722,1108,946,1196,1670
473,904,1138,345,747,1040,1071,746,1111,716,1202,1391
683,904,1138,345,747,989,1087,780,1108,707,1207,1391
741,904,916,567,747,945,920,991,989,826,912,1391
758,864,870,653,715,977,917,994,657,1158,871,1390
713,879,895,658,598,1094,917,978,610,1221,847,1390
713,879,895,658,579,1112,846,1049,580,1252,751,1376
713,874,900,658,579,1112,704,1086,667,1270,771,1320
707,828,967,658,532,1158,463,1304,588,1373,772,1239
1057,877,971,658,532,1108,513,1243,546,1403,767,1234
1283,880,883,746,521,917,715,1240,497,1452,767,1138
1283,880,883,746,515,852,786,1200,389,1500,767,1020
1275,888,805,824,453,888,812,1199,367,1412,716,1022
1274,869,808,841,360,930,863,1145,411,1394,659,1020
1268,865,765,836,392,927,892,1126,430,1362,710,867
1268,864,766,810,418,811,1008,1126,430,1362,729,878
1227,839,832,805,423,801,1018,1122,434,1306,679,860
1209,812,820,846,437,803,1018,1108,448,1296,668,842
1209,809,821,848,379,857,1022,1022,534,1296,590,772
1096,922,821,848,378,825,1055,902,654,1296,256,771
1100,922,793,876,331,696,1231,873,683,1296,255,771
1081,941,793,876,331,673,1254,866,690,1296,312,527
1079,943,793,869,326,685,1232,884,694,1150,312,434
1079,871,622,1109,321,674,1251,830,748,1144,312,358
1079,692,801,1100,330,674,1251,775,803,1106,479,358
1079,639,854,1063,367,669,1256,775,803,1106,489,184
1079,639,854,1044,386,598,1327,763,815,1088,530,118
1155,639,854,977,291,716,1358,776,815,1088,530,174
1253,639,854,906,354,724,1299,835,793,1090,530,193
1302,627,869,906,341,730,1306,835,792,1047,544,381
1264,685,704,1077,318,747,1233,914,790,1040,549,630
1190,687,690,1153,330,747,1068,1079,722,1108,440,609
1257,473,904,1138,345,747,1040,1071,746,1111,434,613
1091,683,904,1138,345,747,989,1087,780,1108,429,677
1033,741,904,916,567,747,945,920,991,989,420,682
1065,758,864,870,653,715,977,917,994,657,420,682
1065,713,879,895,658,598,1094,917,978,610,425,683
1065,713,879,895,658,579,1112,846,1049,580,476,683
1065,713,874,900,658,579,1112,704,1086,667,447,683
1052,707,828,967,658,532,1158,463,1304,588,446,683
649,1057,877,971,658,532,1108,513,1243,546,446,683
420,1283,880,883,746,521,917,715,1240,497,446,683
428,1283,880,883,746,515,852,786,1200,389,446,683
491,1275,888,805,824,453,888,812,1199,367,446,680
491,1274,869,808,841,360,930,863,1145,411,456,680
491,1268,865,765,836,392,927,892,1126,430,379,655
491,1268,864,766,810,418,811,1008,1126,430,360,715
491,1227,839,832,805,423,801,1018,1122,434,360,747
510,1209,812,820,846,437,803,1018,1108,448,374,752
510,1209,809,821,848,379,857,1022,1022,534,375,784
511,1096,922,821,848,378,825,1055,902,654,375,934
515,1100,922,793,876,331,696,1231,873,683,375,995
515,1081,941,793,876,331,673,1254,866,690,318,990
515,1079,943,793,869,326,685,1232,884,694,318,977
679,1079,871,622,1109,321,674,1251,830,748,318,969
682,1079,692,801,1100,330,674,1251,775,803,151,976
702,1079,639,854,1063,367,669,1256,775,803,380,977
760,1079,639,854,1044,386,598,1327,763,815,352,961
734,1155,639,854,977,291,716,1358,776,815,352,928
689,1253,639,854,906,354,724,1299,835,793,352,927
637,1302,627,869,906,341,730,1306,835,792,338,739
611,1264,685,704,1077,318,747,1233,914,790,333,490
609,1190,687,690,1153,330,747,1068,1079,722,333,489
542,1257,473,904,1138,345,747,1040,1071,746,333,485
505,1091,683,904,1138,345,747,989,1087,780,406,421
506,1033,741,904,916,567,747,945,920,991,409,416
457,1065,758,864,870,653,715,977,917,994,509,423
569,1065,713,879,895,658,598,1094,917,978,615,422
618,1065,713,879,895,658,579,1112,846,1049,592,422
668,1065,713,874,900,658,579,1112,704,1086,624,485
674,1052,707,828,967,658,532,1158,463,1304,624,485
674,649,1057,877,971,658,532,1108,513,1243,680,565
674,420,1283,880,883,746,521,917,715,1240,690,580
670,428,1283,880,883,746,515,852,786,1200,690,580
634,491,1275,888,805,824,453,888,812,1199,690,628
634,491,1274,869,808,841,360,930,863,1145,680,636
640,491,1268,865,765,836,392,927,892,1126,680,695
642,491,1268,864,766,810,418,811,1008,1126,826,697
648,491,1227,839,832,805,423,801,1018,1122,832,758
657,510,1209,812,820,846,437,803,1018,1108,856,782
720,510,1209,809,821,848,379,857,1022,1022,855,776
729,511,1096,922,821,848,378,825,1055,902,873,885
737,515,1100,922,793,876,331,696,1231,873,873,851
737,515,1081,941,793,876,331,673,1254,866,893,927
737,515,1079,943,793,869,326,685,1232,884,937,929
573,679,1079,871,622,1109,321,674,1251,830,946,929
570,682,1079,692,801,1100,330,674,1251,775,946,947
550,702,1079,639,854,1063,367,669,1256,775,716,946
527,760,1079,639,854,1044,386,598,1327,763,707,947
553,734,1155,639,854,977,291,716,1358,776,826,924
508,689,1253,639,854,906,354,724,1299,835,1158,906
561,637,1302,627,869,906,341,730,1306,835,1221,993
654,611,1264,685,704,1077,318,747,1233,914,1252,1105
778,609,1190,687,690,1153,330,747,1068,1079,1270,1122
848,542,1257,473,904,1138,345,747,1040,1071,1373,1128
842,505,1091,683,904,1138,345,747,989,1087,1403,1196
841,506,1033,741,904,916,567,747,945,920,1452,1279
854,457,1065,758,864,870,653,715,977,917,1500,1278
743,569,1065,713,879,895,658,598,1094,917,1412,1278
694,618,1065,713,879,895,658,579,1112,846,1394,1320
644,668,1065,713,874,900,658,579,1112,704,1362,1292
636,674,1052,707,828,967,658,532,1158,463,1362,1293
641,674,649,1057,877,971,658,532,1108,513,1306,1213
641,674,420,1283,880,883,746,521,917,715,1296,1198
637,670,428,1283,880,883,746,515,852,786,1296,1242
637,634,491,1275,888,805,824,453,888,812,1296,1194
643,634,491,1274,869,808,841,360,930,863,1296,1186
642,640,491,1268,865,765,836,392,927,892,1296,1127
661,642,491,1268,864,766,810,418,811,1008,1150,1045
657,648,491,1227,839,832,805,423,801,1018,1144,947
630,657,510,1209,812,820,846,437,803,1018,1106,918
567,720,510,1209,809,821,848,379,857,1022,1106,892
557,729,511,1096,922,821,848,378,825,1055,1088,633
541,737,515,1100,922,793,876,331,696,1231,1088,606
541,737,515,1081,941,793,876,331,673,1254,1090,529
541,737,515,1079,943,793,869,326,685,1232,1047,527
541,573,679,1079,871,622,1109,321,674,1251,1040,527
541,570,682,1079,692,801,1100,330,674,1251,1108,502
541,550,702,1079,639,854,1063,367,669,1256,1111,627
520,527,760,1079,639,854,1044,386,598,1327,1108,705
444,553,734,1155,639,854,977,291,716,1358,989,803
436,508,689,1253,639,854,906,354,724,1299,657,832
383,561,637,1302,627,869,906,341,730,1306,610,757
290,654,611,1264,685,704,1077,318,747,1233,580,714
169,778,609,1190,687,690,1153,330,747,1068,667,707
99,848,542,1257,473,904,1138,345,747,1040,588,777
98,842,505,1091,683,904,1138,345,747,989,546,709
98,841,506,1033,741,904,916,567,747,945,497,704
85,854,457,1065,758,864,870,653,715,977,389,706
84,743,569,1065,713,879,895,658,598,1094,367,735
84,694,618,1065,713,879,895,658,579,1112,411,731
84,644,668,1065,713,874,900,658,579,1112,430,698
84,636,674,1052,707,828,967,658,532,1158,430,704
88,641,674,649,1057,877,971,658,532,1108,434,712
88,641,674,420,1283,880,883,746,521,917,448,712
88,637,670,428,1283,880,883,746,515,852,534,668
81,637,634,491,1275,888,805,824,453,888,654,746
263,643,634,491,1274,869,808,841,360,930,683,904
365,642,640,491,1268,865,765,836,392,927,690,959
356,661,642,491,1268,864,766,810,418,811,694,1014
354,657,648,491,1227,839,832,805,423,801,748,1015
381,630,657,510,1209,812,820,846,437,803,803,1015
750,567,720,510,1209,809,821,848,379,857,803,1015
750,557,729,511,1096,922,821,848,378,825,815,1015
750,541,737,515,1100,922,793,876,331,696,815,1015
750,541,737,515,1081,941,793,876,331,673,793,1015
750,541,737,515,1079,943,793,869,326,685,792,1036
750,541,573,679,1079,871,622,1109,321,674,790,1036
750,541,570,682,1079,692,801,1100,330,674,722,1039
750,541,550,702,1079,639,854,1063,367,669,746,914
736,520,527,760,1079,639,854,1044,386,598,780,836
736,444,553,734,1155,639,854,977,291,716,991,738
764,436,508,689,1253,639,854,906,354,724,994,709
771,383,561,637,1302,627,869,906,341,730,978,697
778,290,654,611,1264,685,704,1077,318,747,1049,628
775,169,778,609,1190,687,690,1153,330,747,1086,622
775,99,848,542,1257,473,904,1138,345,747,1304,591
786,98,842,505,1091,683,904,1138,345,747,1243,601
786,98,841,506,1033,741,904,916,567,747,1240,707
888,85,854,457,1065,758,864,870,653,715,1200,706
1042,84,743,569,1065,713,879,895,658,598,1199,704
1063,84,694,618,1065,713,879,895,658,579,1145,801
1083,84,644,668,1065,713,874,900,658,579,1126,914
1086,84,636,674,1052,707,828,967,658,532,1126,930
1077,88,641,674,649,1057,877,971,658,532,1122,1066
1080,88,641,674,420,1283,880,883,746,521,1108,1066
1148,88,637,670,428,1283,880,883,746,515,1022,1066
1139,81,637,634,491,1275,888,805,824,453,902,988
951,263,643,634,491,1274,869,808,841,360,873,830
848,365,642,640,491,1268,865,765,836,392,866,775
837,356,661,642,491,1268,864,766,810,418,884,720
837,354,657,648,491,1227,839,832,805,423,830,732
835,381,630,657,510,1209,812,820,846,437,775,732
485,750,567,720,510,1209,809,821,848,379,775,777
485,750,557,729,511,1096,922,821,848,378,763,880
485,750,541,737,515,1100,922,793,876,331,776,999
485,750,541,737,515,1081,941,793,876,331,835,1016
489,750,541,737,515,1079,943,793,869,326,835,1042
489,750,541,573,679,1079,871,622,1109,321,914,1206
508,750,541,570,682,1079,692,801,1100,330,1079,1294
510,750,541,550,702,1079,639,854,1063,367,1071,1328
510,736,520,527,760,1079,639,854,1044,386,1087,1412
632,736,444,553,734,1155,639,854,977,291,920,1412
672,764,436,508,689,1253,639,854,906,354,917,1429
720,771,383,561,637,1302,627,869,906,341,917,1499
713,778,290,654,611,1264,685,704,1077,318,846,1523
765,775,169,778,609,1190,687,690,1153,330,704,1519
780,775,99,848,542,1257,473,904,1138,345,463,1509
837,786,98,842,505,1091,683,904,1138,345,513,1499
838,786,98,841,506,1033,741,904,916,567,715,1315
743,888,85,854,457,1065,758,864,870,653,786,1308
592,1042,84,743,569,1065,713,879,895,658,812,1281
571,1063,84,694,618,1065,713,879,895,658,863,1146
551,1083,84,644,668,1065,713,874,900,658,892,1031
548,1086,84,636,674,1052,707,828,967,658,1008,1008
548,1077,88,641,674,649,1057,877,971,658,1018,870
545,1080,88,641,674,420,1283,880,883,746,1018,920
477,1148,88,637,670,428,1283,880,883,746,1022,955
466,1139,81,637,634,491,1275,888,805,824,1055,992
466,951,263,643,634,491,1274,869,808,841,1231,992
462,848,365,642,640,491,1268,865,765,836,1254,1207
534,837,356,661,642,491,1268,864,766,810,1232,1211
547,837,354,657,648,491,1227,839,832,805,1251,1219
571,835,381,630,657,510,1209,812,820,846,1251,1224
600,485,750,567,720,510,1209,809,821,848,1256,1179
622,485,750,557,729,511,1096,922,821,848,1327,1076
648,485,750,541,737,515,1100,922,793,876,1358,976
654,485,750,541,737,515,1081,941,793,876,1299,972
650,489,750,541,737,515,1079,943,793,869,1306,954
650,489,750,541,573,679,1079,871,622,1109,1233,831
631,508,750,541,570,682,1079,692,801,1100,1068,740
629,510,750,541,550,702,1079,639,854,1063,1040,706
629,510,736,520,527,760,1079,639,854,1044,989,621
507,632,736,444,553,734,1155,639,854,977,945,621
439,672,764,436,508,689,1253,639,854,906,977,604
384,720,771,383,561,637,1302,627,869,906,1094,534
388,713,778,290,654,611,1264,685,704,1077,1112,510
340,765,775,169,778,609,1190,687,690,1153,1112,510
326,780,775,99,848,542,1257,473,904,1138,1158,475
258,837,786,98,842,505,1091,683,904,1138,1108,475
257,838,786,98,841,506,1033,741,904,916,917,475
250,743,888,85,854,457,1065,758,864,870,852,475
247,592,1042,84,743,569,1065,713,879,895,888,475
247,571,1063,84,694,618,1065,713,879,895,930,475
247,551,1083,84,644,668,1065,713,874,900,927,475
290,548,1086,84,636,674,1052,707,828,967,811,475
492,548,1077,88,641,674,649,1057,877,971,801,469
578,545,1080,88,641,674,420,1283,880,883,803,419
578,477,1148,88,637,670,428,1283,880,883,857,384
578,466,1139,81,637,634,491,1275,888,805,825,347
578,466,951,263,643,634,491,1274,869,808,696,347
578,462,848,365,642,640,491,1268,865,765,673,132
505,534,837,356,661,642,491,1268,864,766,685,128
492,547,837,354,657,648,491,1227,839,832,674,107
448,571,835,381,630,657,510,1209,812,820,674,102
471,600,485,750,567,720,510,1209,809,821,669,102
451,622,485,750,557,729,511,1096,922,821,598,102
479,648,485,750,541,737,515,1100,922,793,716,83
473,654,485,750,541,737,515,1081,941,793,724,136
473,650,489,750,541,737,515,1079,943,793,730,107
473,650,489,750,541,573,679,1079,871,622,747,66
473,631,508,750,541,570,682,1079,692,801,747,66
473,629,510,750,541,550,702,1079,639,854,747,66
473,629,510,736,520,527,760,1079,639,854,747,90
475,507,632,736,444,553,734,1155,639,854,747,92
475,439,672,764,436,508,689,1253,639,854,715,92
475,384,720,771,383,561,637,1302,627,869,598,198
476,388,713,778,290,654,611,1264,685,704,579,279
540,340,765,775,169,778,609,1190,687,690,579,370
683,326,780,775,99,848,542,1257,473,904,532,370
721,258,837,786,98,842,505,1091,683,904,532,398
776,257,838,786,98,841,506,1033,741,904,521,413
776,250,743,888,85,854,457,1065,758,864,515,433
935,247,592,1042,84,743,569,1065,713,879,453,444
983,247,571,1063,84,694,618,1065,713,879,360,479
983,247,551,1083,84,644,668,1065,713,874,392,638
945,290,548,1086,84,636,674,1052,707,828,418,724
743,492,548,1077,88,641,674,649,1057,877,423,724
662,578,545,1080,88,641,674,420,1283,880,437,762
662,578,477,1148,88,637,670,428,1283,880,379,902
703,578,466,1139,81,637,634,491,1275,888,378,903
703,578,466,951,263,643,634,491,1274,869,331,903
703,578,462,848,365,642,640,491,1268,865,331,903
703,505,534,837,356,661,642,491,1268,864,326,903
703,492,547,837,354,657,648,491,1227,839,321,951
709,448,571,835,381,630,657,510,1209,812,330,1112
639,471,600,485,750,567,720,510,1209,809,367,1159
648,451,622,485,750,557,729,511,1096,922,386,1177
594,479,648,485,750,541,737,515,1100,922,291,1183
594,473,654,485,750,541,737,515,1081,941,354,1123
594,473,650,489,750,541,737,515,1079,943,341,1195
594,473,650,489,750,541,573,679,1079,871,318,1443
594,473,631,508,750,541,570,682,1079,692,330,1443
594,473,629,510,750,541,550,702,1079,639,345,1443
594,473,629,510,736,520,527,760,1079,639,345,1419
592,475,507,632,736,444,553,734,1155,639,567,1417
650,475,439,672,764,436,508,689,1253,639,653,1417
685,475,384,720,771,383,561,637,1302,627,658,1311
684,476,388,713,778,290,654,611,1264,685,658,1261
661,540,340,765,775,169,778,609,1190,687,658,1204
711,683,326,780,775,99,848,542,1257,473,658,1278
757,721,258,837,786,98,842,505,1091,683,658,1250
702,776,257,838,786,98,841,506,1033,741,746,1235
702,776,250,743,888,85,854,457,1065,758,746,1220
543,935,247,592,1042,84,743,569,1065,713,824,1237
879,983,247,571,1063,84,694,618,1065,713,841,1290
879,983,247,551,1083,84,644,668,1065,713,836,1175
874,945,290,548,1086,84,636,674,1052,707,810,1213
874,743,492,548,1077,88,641,674,649,1057,805,1267
869,662,578,545,1080,88,641,674,420,1283,846,1230
882,662,578,477,1148,88,637,670,428,1283,848,1122
889,703,578,466,1139,81,637,634,491,1275,848,1173
889,703,578,466,951,263,643,634,491,1274,876,1266
889,703,578,462,848,365,642,640,491,1268,876,1383
889,703,505,534,837,356,661,642,491,1268,869,1425
905,703,492,547,837,354,657,648,491,1227,1109,1448
893,709,448,571,835,381,630,657,510,1209,1100,1409
892,639,471,600,485,750,567,720,510,1209,1063,1376
881,648,451,622,485,750,557,729,511,1096,1044,1399
888,594,479,648,485,750,541,737,515,1100,977,1401
888,594,473,654,485,750,541,737,515,1081,906,1398
888,594,473,650,489,750,541,737,515,1079,906,1374
888,594,473,650,489,750,541,573,679,1079,1077,1320
888,594,473,631,508,750,541,570,682,1079,1153,1495
888,594,473,629,510,750,541,550,702,1079,1138,1529
888,594,473,629,510,736,520,527,760,1079,1138,1589
898,592,475,507,632,736,444,553,734,1155,916,1618
892,650,475,439,672,764,436,508,689,1253,870,1618
896,685,475,384,720,771,383,561,637,1302,895,1713
933,684,476,388,713,778,290,654,611,1264,895,1689
888,661,540,340,765,775,169,778,609,1190,900,1656
694,711,683,326,780,775,99,848,542,1257,967,1583
655,757,721,258,837,786,98,842,505,1091,971,1591
750,702,776,257,838,786,98,841,506,1033,883,1593
750,702,776,250,743,888,85,854,457,1065,883,1588
750,543,935,247,592,1042,84,743,569,1065,805,1560
366,879,983,247,571,1063,84,694,618,1065,808,1472
471,879,983,247,551,1083,84,644,668,1065,765,1428
490,874,945,290,548,1086,84,636,674,1052,766,1304
508,874,743,492,548,1077,88,641,674,649,832,1307
511,869,662,578,545,1080,88,641,674,420,820,1382
498,882,662,578,477,1148,88,637,670,428,821,1417
508,889,703,578,466,1139,81,637,634,491,821,1369
705,889,703,578,466,951,263,643,634,491,793,1313
727,889,703,578,462,848,365,642,640,491,793,1197
727,889,703,505,534,837,356,661,642,491,793,1155
711,905,703,492,547,837,354,657,648,491,622,1084
749,893,709,448,571,835,381,630,657,510,801,962
749,892,639,471,600,485,750,567,720,510,854,992
754,881,648,451,622,485,750,557,729,511,854,995
747,888,594,479,648,485,750,541,737,515,854,987
747,888,594,473,654,485,750,541,737,515,854,984
747,888,594,473,650,489,750,541,737,515,869,936
786,888,594,473,650,489,750,541,573,679,704,834
786,888,594,473,631,508,750,541,570,682,690,659
786,888,594,473,629,510,750,541,550,702,904,625
786,888,594,473,629,510,736,520,527,760,904,565
776,898,592,475,507,632,736,444,553,734,904,840
743,892,650,475,439,672,764,436,508,689,864,881
704,896,685,475,384,720,771,383,561,637,879,810
663,933,684,476,388,713,778,290,654,611,879,899
832,888,661,540,340,765,775,169,778,609,874,907
855,694,711,683,326,780,775,99,848,542,828,906
810,655,757,721,258,837,786,98,842,505,877,903
935,750,702,776,257,838,786,98,841,506,880,901
935,750,702,776,250,743,888,85,854,457,880,901
935,750,543,935,247,592,1042,84,743,569,888,952
935,366,879,983,247,571,1063,84,694,618,869,1009
830,471,879,983,247,551,1083,84,644,668,865,1035
811,490,874,945,290,548,1086,84,636,674,864,1035
793,508,874,743,492,548,1077,88,641,674,839,1028
790,511,869,662,578,545,1080,88,641,674,812,963
793,498,882,662,578,477,1148,88,637,670,809,974
735,508,889,703,578,466,1139,81,637,634,922,1304
538,705,889,703,578,466,951,263,643,634,922,1268
516,727,889,703,578,462,848,365,642,640,941,1267
533,727,889,703,505,534,837,356,661,642,943,1267
533,711,905,703,492,547,837,354,657,648,871,1267
495,749,893,709,448,571,835,381,630,657,692,1267
495,749,892,639,471,600,485,750,567,720,639,1223
490,754,881,648,451,622,485,750,557,729,639,1179
490,747,888,594,479,648,485,750,541,737,639,1179
490,747,888,594,473,654,485,750,541,737,639,1179
591,747,888,594,473,650,489,750,541,737,627,1179
552,786,888,594,473,650,489,750,541,573,685,1087
626,786,888,594,473,631,508,750,541,570,687,1196
816,786,888,594,473,629,510,750,541,550,473,1202
819,786,888,594,473,629,510,736,520,527,683,1207
819,776,898,592,475,507,632,736,444,553,741,912
800,743,892,650,475,439,672,764,436,508,758,871
800,704,896,685,475,384,720,771,383,561,713,847
800,663,933,684,476,388,713,778,290,654,713,751
631,832,888,661,540,340,765,775,169,778,713,771
608,855,694,711,683,326,780,775,99,848,707,772
608,810,655,757,721,258,837,786,98,842,1057,767
389,935,750,702,776,257,838,786,98,841,1283,767
482,935,750,702,776,250,743,888,85,854,1283,767
482,935,750,543,935,247,592,1042,84,743,1275,716
482,935,366,879,983,247,571,1063,84,694,1274,659
482,830,471,879,983,247,551,1083,84,644,1268,710
482,811,490,874,945,290,548,1086,84,636,1268,729
482,793,508,874,743,492,548,1077,88,641,1227,679
576,790,511,869,662,578,545,1080,88,641,1209,668
573,793,498,882,662,578,477,1148,88,637,1209,590
573,735,508,889,703,578,466,1139,81,637,1096,256
573,538,705,889,703,578,466,951,263,643,1100,255
573,516,727,889,703,578,462,848,365,642,1081,312
556,533,727,889,703,505,534,837,356,661,1079,312
556,533,711,905,703,492,547,837,354,657,1079,312
556,495,749,893,709,448,571,835,381,630,1079,479
556,495,749,892,639,471,600,485,750,567,1079,489
556,490,754,881,648,451,622,485,750,557,1079,530
556,490,747,888,594,479,648,485,750,541,1155,530
556,490,747,888,594,473,654,485,750,541,1253,530
455,591,747,888,594,473,650,489,750,541,1302,544
455,552,786,888,594,473,650,489,750,541,1264,549
381,626,786,888,594,473,631,508,750,541,1190,440
396,816,786,888,594,473,629,510,750,541,1257,434
432,819,786,888,594,473,629,510,736,520,1091,429
458,819,776,898,592,475,507,632,736,444,1033,420
476,800,743,892,650,475,439,672,764,436,1065,420
476,800,704,896,685,475,384,720,771,383,1065,425
568,800,663,933,684,476,388,713,778,290,1065,476
